This file was created using the 202607 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 5 ME portfolios
and 5 BE/ME portfolios in Japan.

The portfolios are constructed at the end of June.  ME is market cap at the end
of June.  BE/ME is book equity at the last fiscal year end of the prior calendar
year divided by ME as of  6 months before formation.  Firms with negative
BE are not included in any portfolio.

The annual returns are from January to December.

The break points include utilities and include financials.

The portfolios include utilities and include financials.

Missing data are indicated by -99.99.



  Average Value Weighted Returns -- Monthly
 ,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
201101       ,84.42       ,82.05       ,68.73       ,86.60       ,75.24      ,341.30      ,313.21      ,327.28      ,321.72      ,300.19      ,719.47      ,672.47      ,688.48      ,749.12      ,692.40     ,1668.31     ,1830.51     ,1813.10     ,1820.11     ,1631.57    ,10712.89    ,16780.22     ,9825.71    ,12990.10     ,4457.62
201102       ,87.18       ,83.65       ,73.02       ,89.57       ,78.72      ,351.45      ,319.91      ,329.30      ,328.92      ,310.33      ,708.74      ,668.84      ,685.69      ,754.60      ,700.32     ,1722.62     ,1856.38     ,1806.99     ,1820.62     ,1644.80    ,10536.84    ,17126.29     ,9860.13    ,12848.22     ,4453.11
201103       ,90.79       ,89.41       ,77.05       ,93.20       ,83.24      ,371.35      ,330.59      ,341.65      ,342.90      ,326.84      ,725.81      ,687.59      ,729.09      ,779.93      ,732.37     ,1799.54     ,1927.95     ,1890.26     ,1899.66     ,1744.44    ,10922.59    ,18047.27    ,10262.51    ,13605.20     ,4636.07
201104       ,81.37       ,79.19       ,71.12       ,91.70       ,78.83      ,337.54      ,302.69      ,314.09      ,325.30      ,308.01      ,643.08      ,622.20      ,676.98      ,712.31      ,688.11     ,1667.41     ,1791.51     ,1761.08     ,1726.66     ,1594.64    ,10113.99    ,15773.41     ,9536.72    ,12138.64     ,4047.12
201105       ,83.92       ,80.13       ,72.44       ,91.13       ,78.60      ,343.77      ,293.08      ,316.10      ,321.66      ,300.44      ,653.54      ,629.84      ,681.53      ,702.74      ,672.75     ,1692.08     ,1805.07     ,1777.49     ,1752.40     ,1585.01    ,10407.21    ,15896.40     ,9537.52    ,12117.69     ,4066.14
201106       ,83.14       ,79.34       ,72.71       ,89.24       ,76.47      ,328.89      ,285.92      ,313.54      ,325.35      ,289.54      ,646.17      ,620.03      ,677.10      ,687.48      ,655.65     ,1715.84     ,1776.06     ,1753.69     ,1707.30     ,1539.27    ,10220.93    ,15833.72     ,9225.47    ,11941.93     ,3993.19
201107       ,74.55       ,75.11       ,66.43       ,78.49       ,70.47      ,293.43      ,281.54      ,293.25      ,304.42      ,273.65      ,635.65      ,666.37      ,668.59      ,667.36      ,668.65     ,1768.80     ,1813.77     ,1614.27     ,1697.61     ,1653.55    ,10866.77    ,11668.04    ,12778.78     ,8850.56    ,11929.38
201108       ,77.21       ,78.85       ,69.75       ,81.80       ,73.80      ,307.46      ,291.03      ,306.14      ,317.29      ,284.36      ,668.97      ,695.57      ,697.33      ,699.14      ,694.41     ,1869.57     ,1896.44     ,1696.41     ,1757.78     ,1750.65    ,11363.38    ,12109.19    ,13245.43     ,9070.48    ,12457.85
201109       ,75.09       ,76.45       ,67.54       ,79.87       ,71.58      ,295.56      ,279.14      ,299.06      ,308.44      ,277.63      ,651.13      ,667.00      ,658.82      ,661.59      ,678.73     ,1751.00     ,1795.36     ,1591.42     ,1626.93     ,1687.17    ,10660.11    ,10936.35    ,11990.10     ,8368.82    ,11869.89
201110       ,70.67       ,72.66       ,63.97       ,77.07       ,69.33      ,282.68      ,269.97      ,293.23      ,306.31      ,278.92      ,654.97      ,675.63      ,645.54      ,670.01      ,699.80     ,1696.42     ,1768.70     ,1585.94     ,1646.07     ,1764.79    ,10421.21    ,10649.87    ,11804.68     ,8328.94    ,12064.14
201111       ,70.92       ,73.52       ,63.69       ,75.96       ,67.95      ,278.42      ,263.90      ,278.26      ,295.46      ,265.91      ,625.39      ,635.79      ,618.42      ,639.89      ,653.77     ,1679.31     ,1721.81     ,1545.15     ,1574.20     ,1651.57    ,10617.19    ,10695.62    ,11501.28     ,8186.28    ,12024.85
201112       ,68.52       ,71.46       ,62.20       ,75.16       ,67.75      ,268.38      ,255.51      ,272.19      ,286.68      ,261.37      ,620.74      ,615.56      ,605.50      ,622.08      ,649.58     ,1653.45     ,1648.80     ,1511.23     ,1501.94     ,1624.56    ,10210.90    ,10239.63    ,10931.74     ,7823.33    ,11495.74
201201       ,71.02       ,74.45       ,63.47       ,77.21       ,70.28      ,268.68      ,263.19      ,276.51      ,291.81      ,267.83      ,626.67      ,623.71      ,606.96      ,627.73      ,662.42     ,1685.11     ,1671.53     ,1532.04     ,1544.48     ,1666.22    ,10124.35    ,10365.83    ,11079.18     ,7939.64    ,11790.26
201202       ,72.96       ,78.98       ,67.88       ,82.41       ,77.02      ,274.73      ,291.27      ,292.96      ,311.07      ,290.23      ,640.23      ,645.56      ,639.21      ,657.59      ,698.07     ,1700.98     ,1736.21     ,1587.79     ,1607.25     ,1728.83    ,10368.82    ,10873.90    ,11526.48     ,8412.38    ,12203.36
201203       ,73.29       ,79.30       ,67.76       ,83.11       ,77.82      ,274.94      ,277.54      ,296.34      ,312.33      ,293.76      ,638.65      ,652.48      ,643.39      ,664.46      ,697.97     ,1665.66     ,1750.85     ,1599.94     ,1609.62     ,1741.84    ,10826.75    ,11324.16    ,12238.05     ,8758.82    ,12532.95
201204       ,74.63       ,79.01       ,69.91       ,86.28       ,78.22      ,283.85      ,271.61      ,302.15      ,317.17      ,297.73      ,644.45      ,663.24      ,654.19      ,675.06      ,706.91     ,1676.56     ,1772.90     ,1619.86     ,1679.06     ,1751.18    ,10933.41    ,11330.36    ,12351.95     ,8644.38    ,12164.60
201205       ,77.15       ,82.36       ,74.85       ,90.12       ,79.21      ,293.20      ,279.14      ,301.25      ,317.54      ,294.59      ,661.42      ,664.56      ,661.35      ,671.20      ,694.55     ,1682.44     ,1768.46     ,1598.99     ,1634.70     ,1689.87    ,10846.62    ,11125.38    ,11987.27     ,8275.97    ,11861.51
201206       ,69.41       ,76.70       ,67.71       ,83.29       ,72.84      ,274.46      ,258.66      ,280.60      ,296.77      ,268.52      ,609.34      ,608.08      ,604.52      ,621.91      ,634.70     ,1549.99     ,1622.72     ,1470.35     ,1528.22     ,1524.27    ,10116.28    ,10079.94    ,11047.16     ,7377.94    ,10806.30
201207       ,66.82       ,67.14       ,63.83       ,74.87       ,67.33      ,255.49      ,263.76      ,260.75      ,267.76      ,254.91      ,585.10      ,635.64      ,589.66      ,598.78      ,571.45     ,1534.06     ,1567.00     ,1436.96     ,1434.72     ,1463.71    ,10090.73     ,9716.43    ,11487.22     ,7827.34    ,10420.95
201208       ,65.46       ,65.92       ,63.48       ,73.28       ,65.96      ,255.15      ,261.43      ,256.73      ,263.16      ,247.55      ,589.93      ,628.72      ,592.13      ,579.90      ,555.09     ,1553.98     ,1555.89     ,1416.42     ,1373.71     ,1403.12    ,10085.26     ,9747.73    ,11245.71     ,7509.78     ,9802.36
201209       ,65.15       ,65.85       ,63.47       ,72.82       ,65.28      ,255.44      ,262.58      ,248.89      ,260.59      ,242.56      ,603.63      ,630.33      ,589.13      ,569.42      ,541.93     ,1564.34     ,1544.82     ,1414.35     ,1355.56     ,1364.24    ,10143.65     ,9795.03    ,11227.95     ,7350.71     ,9381.96
201210       ,66.80       ,66.60       ,63.21       ,72.88       ,65.26      ,264.79      ,262.52      ,247.01      ,265.61      ,246.30      ,618.26      ,644.01      ,594.10      ,577.63      ,547.94     ,1589.51     ,1568.12     ,1425.05     ,1392.85     ,1396.40    ,10170.70     ,9891.93    ,11364.32     ,7583.81     ,9711.80
201211       ,68.17       ,69.12       ,63.57       ,71.77       ,64.08      ,266.48      ,260.02      ,240.29      ,254.71      ,238.43      ,607.98      ,635.08      ,599.32      ,560.35      ,526.66     ,1568.66     ,1561.82     ,1382.56     ,1365.27     ,1376.08     ,9789.99     ,9777.18    ,11270.46     ,7383.04     ,9567.03
201212       ,69.11       ,69.45       ,63.63       ,71.83       ,64.92      ,273.47      ,262.23      ,241.69      ,257.47      ,240.53      ,596.90      ,634.88      ,611.73      ,568.97      ,537.26     ,1531.75     ,1552.25     ,1388.58     ,1377.15     ,1404.13     ,9969.67     ,9737.65    ,11759.76     ,7527.03     ,9803.86
201301       ,68.45       ,68.99       ,63.32       ,72.97       ,66.94      ,266.68      ,259.83      ,244.62      ,267.48      ,256.91      ,594.31      ,647.20      ,585.09      ,594.80      ,575.40     ,1509.48     ,1554.16     ,1419.35     ,1437.68     ,1472.65    ,10037.33     ,9915.86    ,12256.39     ,7720.93    ,11294.21
201302       ,77.09       ,76.79       ,67.49       ,76.16       ,70.08      ,299.03      ,270.31      ,250.43      ,279.15      ,268.14      ,609.12      ,678.80      ,605.72      ,606.80      ,592.19     ,1564.12     ,1610.85     ,1457.24     ,1476.96     ,1517.40    ,10291.16    ,10307.90    ,12716.04     ,7933.54    ,12015.63
201303       ,81.21       ,78.88       ,70.93       ,77.88       ,72.11      ,328.99      ,278.53      ,255.72      ,282.83      ,270.91      ,613.25      ,693.82      ,626.35      ,621.45      ,618.47     ,1615.43     ,1647.83     ,1510.22     ,1544.42     ,1583.26    ,10402.34    ,10738.24    ,13154.38     ,8127.24    ,12285.02
201304       ,88.76       ,87.15       ,76.53       ,82.02       ,77.66      ,381.41      ,294.60      ,282.56      ,298.99      ,290.01      ,670.66      ,744.95      ,672.11      ,650.66      ,640.86     ,1737.16     ,1728.01     ,1600.85     ,1612.61     ,1691.64    ,10959.90    ,11447.88    ,13417.22     ,8202.14    ,12753.00
201305      ,102.31      ,103.31       ,84.41       ,87.32       ,82.46      ,517.35      ,314.96      ,298.49      ,318.09      ,312.99      ,732.83      ,816.33      ,734.17      ,685.84      ,696.92     ,1861.75     ,1841.02     ,1701.13     ,1721.93     ,1871.26    ,11813.02    ,12405.41    ,14550.10     ,8860.91    ,14575.08
201306       ,98.88       ,95.54       ,80.46       ,82.56       ,77.62      ,564.82      ,291.74      ,279.13      ,299.35      ,284.48      ,668.41      ,772.38      ,685.85      ,644.97      ,639.14     ,1736.91     ,1748.68     ,1593.31     ,1614.54     ,1657.18    ,11296.97    ,11419.08    ,14191.09     ,8444.04    ,13672.74
201307       ,75.72       ,76.02       ,72.94       ,80.95       ,74.60      ,314.38      ,312.15      ,310.75      ,319.20      ,308.83      ,759.73      ,734.80      ,758.07      ,722.64      ,733.09     ,2012.26     ,1917.28     ,1892.70     ,1832.87     ,1915.68    ,12961.88    ,15587.87    ,11269.10    ,11442.93    ,11832.48
201308       ,82.38       ,83.50       ,80.03       ,87.29       ,77.64      ,337.10      ,318.19      ,313.66      ,330.52      ,319.07      ,791.51      ,749.34      ,769.60      ,740.28      ,754.42     ,2065.67     ,1949.88     ,1918.51     ,1857.29     ,1938.05    ,13164.29    ,15776.83    ,11310.02    ,11703.88    ,11823.72
201309       ,79.69       ,80.71       ,78.70       ,83.10       ,76.33      ,314.12      ,306.16      ,309.34      ,323.23      ,314.18      ,770.42      ,738.60      ,754.91      ,728.43      ,737.62     ,1992.92     ,1921.69     ,1886.80     ,1793.85     ,1926.27    ,12731.84    ,15377.03    ,11064.43    ,11473.33    ,11445.81
201310       ,89.94       ,89.32       ,87.05       ,92.34       ,85.53      ,355.83      ,340.63      ,336.66      ,356.92      ,345.57      ,888.00      ,805.23      ,817.58      ,790.41      ,805.24     ,2186.48     ,2082.59     ,2040.28     ,1957.71     ,2081.41    ,13930.61    ,16587.55    ,11707.02    ,12363.84    ,12332.46
201311       ,90.97       ,90.09       ,89.75       ,93.13       ,86.36      ,353.32      ,336.80      ,329.61      ,353.68      ,341.92      ,858.71      ,808.09      ,809.07      ,789.54      ,806.04     ,2192.45     ,2126.58     ,2041.05     ,1988.82     ,2054.97    ,13821.66    ,16722.42    ,11741.95    ,12269.02    ,11977.98
201312       ,88.38       ,91.95       ,88.41       ,90.91       ,84.73      ,350.83      ,336.35      ,322.05      ,350.30      ,339.83      ,844.16      ,784.63      ,816.20      ,784.84      ,797.52     ,2134.31     ,2135.33     ,2077.57     ,2019.82     ,2087.37    ,14109.74    ,17106.92    ,11754.21    ,12562.11    ,11958.72
201401       ,90.38       ,92.33       ,91.90       ,91.46       ,85.72      ,369.90      ,334.66      ,318.61      ,349.57      ,342.93      ,847.12      ,772.44      ,830.05      ,785.96      ,804.99     ,2158.22     ,2129.58     ,2089.80     ,2015.16     ,2082.09    ,14323.87    ,17100.69    ,11672.17    ,12734.34    ,12313.73
201402       ,94.98       ,96.89       ,95.35       ,95.29       ,89.56      ,373.73      ,341.75      ,325.32      ,358.64      ,345.50      ,882.57      ,792.24      ,843.95      ,787.90      ,796.84     ,2163.42     ,2130.20     ,2047.29     ,2014.55     ,2004.13    ,13712.53    ,16531.37    ,11361.53    ,12198.12    ,11765.45
201403       ,88.44       ,92.73       ,89.72       ,92.03       ,87.73      ,367.84      ,330.56      ,320.29      ,354.72      ,335.43      ,817.23      ,777.98      ,836.24      ,772.81      ,773.20     ,2119.34     ,2115.21     ,2041.04     ,2024.02     ,1980.37    ,13728.91    ,16542.24    ,11383.41    ,12081.86    ,11715.31
201404       ,87.17       ,92.02       ,87.50       ,90.16       ,85.81      ,349.39      ,331.64      ,318.24      ,360.37      ,336.47      ,806.15      ,783.05      ,826.20      ,772.84      ,793.08     ,2085.37     ,2056.81     ,2014.18     ,1970.36     ,1986.01    ,13517.24    ,16177.95    ,11099.09    ,11638.62    ,11247.63
201405       ,85.45       ,91.02       ,86.09       ,89.90       ,83.90      ,333.50      ,327.68      ,312.85      ,349.05      ,329.08      ,773.85      ,778.09      ,827.67      ,753.24      ,781.61     ,2010.59     ,2049.94     ,1967.80     ,1963.48     ,1931.87    ,13157.20    ,15679.57    ,10989.50    ,11355.00    ,10893.31
201406       ,88.53       ,91.68       ,87.99       ,91.05       ,85.59      ,362.28      ,333.81      ,313.77      ,355.77      ,332.84      ,809.61      ,800.41      ,855.00      ,768.81      ,788.45     ,2082.76     ,2137.55     ,2074.42     ,2031.63     ,2021.64    ,13613.14    ,16272.16    ,11442.29    ,11840.36    ,11477.12
201407       ,86.20       ,80.17       ,92.77       ,92.34       ,83.10      ,328.15      ,367.32      ,326.98      ,347.41      ,332.19      ,773.18      ,846.82      ,767.56      ,762.39      ,814.88     ,2041.56     ,2018.74     ,2026.93     ,1976.21     ,1924.12    ,14967.08    ,13589.98    ,12734.34    ,10914.51    ,14254.35
201408       ,85.16       ,81.89       ,92.74       ,93.58       ,84.63      ,333.93      ,373.71      ,328.06      ,350.61      ,336.36      ,762.70      ,857.45      ,782.38      ,758.19      ,813.04     ,2083.00     ,2014.65     ,2064.34     ,1992.20     ,1915.00    ,15103.18    ,13720.74    ,12896.22    ,10827.66    ,14419.92
201409       ,87.53       ,82.91       ,93.79       ,95.61       ,86.24      ,333.91      ,371.18      ,335.91      ,351.49      ,339.08      ,747.23      ,858.65      ,788.43      ,756.89      ,810.35     ,2022.74     ,1995.78     ,2030.46     ,1937.02     ,1858.84    ,14764.81    ,13326.53    ,12572.35    ,10543.93    ,14636.95
201410       ,83.58       ,79.49       ,90.64       ,94.25       ,84.34      ,320.69      ,364.29      ,324.94      ,344.05      ,329.18      ,701.39      ,831.83      ,755.54      ,728.19      ,788.51     ,1952.07     ,1967.70     ,1957.72     ,1876.18     ,1795.34    ,14750.08    ,13268.32    ,12334.08    ,10370.38    ,13700.52
201411       ,77.26       ,76.51       ,86.68       ,89.45       ,80.30      ,298.10      ,351.15      ,309.18      ,335.60      ,314.74      ,666.14      ,796.80      ,721.30      ,710.31      ,770.55     ,1941.46     ,1903.29     ,1898.54     ,1800.17     ,1774.05    ,14870.45    ,12968.56    ,12052.82    ,10080.68    ,13234.21
201412       ,77.65       ,75.21       ,85.64       ,88.09       ,79.03      ,299.26      ,354.38      ,298.15      ,329.51      ,308.16      ,673.58      ,782.27      ,704.27      ,693.44      ,750.84     ,1859.59     ,1898.85     ,1906.51     ,1762.97     ,1782.96    ,14764.37    ,13233.56    ,12112.86    ,10147.80    ,13121.52
201501       ,75.55       ,75.38       ,86.06       ,89.00       ,80.10      ,296.56      ,355.57      ,302.67      ,338.99      ,311.64      ,677.13      ,793.39      ,708.36      ,709.97      ,766.58     ,1819.11     ,1933.04     ,1901.99     ,1778.11     ,1803.78    ,14392.83    ,13218.19    ,11975.85     ,9989.51    ,12817.81
201502       ,79.30       ,78.31       ,88.58       ,91.38       ,81.70      ,300.83      ,366.62      ,306.88      ,347.23      ,317.04      ,705.63      ,810.90      ,725.55      ,741.14      ,788.19     ,1891.98     ,2033.91     ,1959.52     ,1851.49     ,1900.39    ,14786.32    ,13595.98    ,12421.70    ,10031.69    ,13158.17
201503       ,79.49       ,78.70       ,90.61       ,92.97       ,82.65      ,302.05      ,365.36      ,310.58      ,343.81      ,324.65      ,708.75      ,855.72      ,744.40      ,753.82      ,828.93     ,2040.02     ,2111.35     ,2032.56     ,1940.84     ,2015.45    ,15688.67    ,13923.44    ,13023.95    ,10983.66    ,14479.54
201504       ,79.50       ,80.19       ,89.98       ,92.41       ,82.84      ,308.71      ,374.20      ,312.41      ,345.84      ,324.46      ,725.10      ,876.00      ,763.46      ,765.77      ,820.07     ,2185.35     ,2157.62     ,2057.88     ,1969.44     ,1985.07    ,16172.18    ,14180.69    ,13083.92    ,10857.70    ,14237.80
201505       ,82.97       ,84.64       ,93.82       ,95.06       ,85.01      ,313.18      ,386.19      ,319.93      ,353.06      ,336.72      ,744.02      ,887.54      ,779.67      ,786.88      ,852.30     ,2158.45     ,2192.88     ,2119.21     ,2022.57     ,2094.56    ,16440.93    ,14430.33    ,13530.82    ,11502.96    ,15657.00
201506       ,82.37       ,82.93       ,93.17       ,93.92       ,84.38      ,313.51      ,384.08      ,324.96      ,353.26      ,334.26      ,733.89      ,918.56      ,790.19      ,786.69      ,853.85     ,2152.80     ,2196.85     ,2152.31     ,2103.97     ,2092.73    ,16423.26    ,14370.39    ,13679.83    ,11986.50    ,15986.22
201507       ,96.66       ,83.10       ,90.78       ,94.19       ,83.37      ,345.67      ,359.28      ,369.98      ,365.01      ,354.45      ,935.09      ,877.89      ,868.91      ,900.80      ,885.64     ,2457.11     ,2248.40     ,2244.43     ,2232.00     ,2098.48    ,14430.94    ,15180.07    ,13193.54    ,12635.53    ,17013.22
201508       ,96.37       ,83.70       ,90.98       ,93.47       ,83.23      ,357.27      ,365.53      ,373.85      ,363.74      ,349.85      ,979.77      ,881.70      ,869.01      ,891.74      ,875.88     ,2514.25     ,2287.15     ,2254.12     ,2232.50     ,2080.40    ,14511.71    ,15221.68    ,13765.29    ,12533.83    ,17311.42
201509       ,86.00       ,79.89       ,89.29       ,91.00       ,80.29      ,329.09      ,364.13      ,367.65      ,360.73      ,339.64      ,942.79      ,841.57      ,868.41      ,866.33      ,849.16     ,2470.01     ,2213.91     ,2151.17     ,2111.40     ,1957.48    ,13593.07    ,14286.15    ,13236.78    ,11689.80    ,16288.55
201510       ,80.98       ,76.40       ,86.25       ,87.33       ,77.63      ,309.89      ,350.27      ,353.83      ,344.27      ,325.88      ,917.40      ,802.90      ,812.94      ,833.76      ,824.51     ,2338.01     ,2071.28     ,2035.87     ,1999.45     ,1910.09    ,12333.10    ,13601.30    ,12050.36    ,10864.29    ,14852.45
201511       ,84.66       ,80.64       ,89.53       ,91.04       ,81.04      ,313.39      ,364.27      ,376.48      ,369.26      ,342.96      ,922.01      ,847.79      ,865.42      ,897.79      ,884.16     ,2419.62     ,2242.40     ,2233.10     ,2208.19     ,2061.86    ,13793.55    ,14822.05    ,13147.89    ,12149.22    ,16174.96
201512       ,87.35       ,81.45       ,91.89       ,91.20       ,81.93      ,321.04      ,365.82      ,388.46      ,375.15      ,348.20      ,954.67      ,885.16      ,866.39      ,908.27      ,893.83     ,2528.86     ,2285.44     ,2230.34     ,2227.83     ,2041.40    ,14008.64    ,14773.78    ,12993.27    ,11925.49    ,15641.59
201601       ,90.25       ,82.76       ,93.98       ,91.20       ,82.52      ,318.38      ,370.07      ,390.67      ,373.46      ,346.99      ,984.24      ,893.11      ,888.59      ,910.85      ,892.06     ,2549.08     ,2291.26     ,2229.83     ,2245.61     ,2017.76    ,13917.90    ,14800.27    ,13137.98    ,11894.06    ,15852.20
201602       ,82.60       ,76.44       ,89.24       ,86.04       ,77.27      ,296.54      ,346.01      ,361.86      ,344.16      ,319.76      ,934.62      ,829.47      ,829.70      ,845.37      ,825.32     ,2365.88     ,2171.36     ,2085.47     ,2090.83     ,1864.96    ,12749.44    ,13885.72    ,12421.45    ,10732.05    ,14191.05
201603       ,82.22       ,77.86       ,90.05       ,86.44       ,77.60      ,300.53      ,358.17      ,358.60      ,347.07      ,311.17      ,959.20      ,814.89      ,827.03      ,840.89      ,791.12     ,2358.17     ,2151.08     ,2073.90     ,2027.75     ,1737.22    ,12973.18    ,13313.94    ,12410.11    ,10233.95    ,13425.62
201604       ,95.38       ,84.48       ,96.98       ,92.04       ,80.99      ,342.93      ,380.90      ,378.65      ,368.90      ,325.98     ,1039.56      ,877.24      ,860.79      ,888.71      ,829.87     ,2594.34     ,2250.39     ,2177.54     ,2088.95     ,1800.15    ,13489.85    ,13807.99    ,12691.22    ,10803.26    ,13793.28
201605      ,102.35       ,89.46      ,101.23       ,95.88       ,84.85      ,350.05      ,387.96      ,399.11      ,380.31      ,338.41     ,1091.42      ,918.87      ,899.80      ,931.72      ,871.32     ,2671.21     ,2336.59     ,2347.50     ,2191.93     ,1898.26    ,14315.23    ,14388.73    ,13275.42    ,11414.54    ,14635.05
201606      ,102.39       ,88.98      ,100.69       ,93.29       ,83.48      ,362.00      ,386.54      ,397.76      ,386.41      ,332.83     ,1067.09      ,909.92      ,899.20      ,931.46      ,881.71     ,2710.14     ,2366.20     ,2343.07     ,2149.00     ,1840.88    ,13989.86    ,14428.82    ,12961.53    ,11308.33    ,14472.11
201607       ,95.21       ,86.35       ,83.31       ,83.91       ,80.51      ,338.08      ,332.57      ,348.92      ,347.68      ,324.88      ,855.71      ,789.45      ,787.79      ,818.95      ,807.32     ,2104.72     ,2175.15     ,2036.38     ,1997.69     ,2025.08    ,12002.20    ,12377.00    ,14463.32    ,12865.19    ,14729.86
201608       ,94.36       ,88.93       ,85.88       ,88.67       ,85.39      ,335.38      ,339.08      ,377.84      ,381.25      ,355.45      ,871.94      ,838.20      ,852.88      ,891.74      ,895.62     ,2103.84     ,2320.99     ,2171.83     ,2161.48     ,2204.94    ,12474.44    ,12999.26    ,15775.41    ,13980.19    ,16183.33
201609       ,95.90       ,87.91       ,85.84       ,87.28       ,83.78      ,317.94      ,327.44      ,369.20      ,369.01      ,347.08      ,825.06      ,753.52      ,820.82      ,863.81      ,882.47     ,1934.30     ,2218.93     ,2132.54     ,2180.58     ,2281.08    ,11813.06    ,12744.60    ,15835.88    ,14000.82    ,16853.30
201610      ,103.55       ,93.89       ,93.97       ,92.46       ,87.53      ,345.91      ,345.71      ,391.19      ,386.98      ,362.43      ,888.07      ,801.36      ,863.57      ,903.48      ,907.65     ,2039.06     ,2324.08     ,2232.46     ,2254.89     ,2309.23    ,12266.58    ,13142.52    ,15737.34    ,14064.66    ,16427.74
201611      ,103.15       ,94.71       ,95.49       ,93.66       ,89.93      ,345.71      ,347.94      ,393.25      ,396.74      ,377.05      ,892.09      ,811.02      ,885.75      ,942.19      ,952.17     ,2055.48     ,2368.07     ,2261.82     ,2337.90     ,2411.00    ,12236.10    ,13067.25    ,16098.17    ,14503.80    ,16915.83
201612       ,96.71       ,88.46       ,90.46       ,88.66       ,87.52      ,312.75      ,323.83      ,368.79      ,373.53      ,366.01      ,816.53      ,775.09      ,842.67      ,910.30      ,934.31     ,1846.83     ,2222.45     ,2148.62     ,2251.05     ,2388.89    ,11342.13    ,12386.76    ,15535.62    ,14080.54    ,17317.49
201701       ,95.63       ,88.42       ,91.60       ,88.87       ,88.95      ,314.78      ,327.01      ,369.85      ,381.24      ,373.97      ,838.22      ,783.01      ,865.71      ,926.90      ,969.25     ,1863.11     ,2257.20     ,2182.88     ,2311.75     ,2467.14    ,11349.47    ,12393.09    ,15670.47    ,14260.00    ,17829.06
201702      ,105.27       ,96.69       ,99.74       ,95.72       ,95.42      ,331.65      ,348.57      ,392.75      ,398.39      ,387.83      ,861.72      ,811.06      ,898.77      ,960.44     ,1000.79     ,1934.81     ,2317.55     ,2268.54     ,2426.58     ,2615.12    ,11649.36    ,12975.64    ,16178.75    ,14518.39    ,18694.83
201703      ,109.95       ,99.94      ,102.36       ,98.94      ,100.03      ,347.74      ,354.54      ,406.48      ,413.04      ,400.29      ,877.18      ,825.93      ,920.69      ,970.60     ,1029.07     ,1952.84     ,2361.57     ,2291.58     ,2502.04     ,2695.86    ,11756.00    ,13029.12    ,16203.54    ,14410.99    ,19047.86
201704      ,112.93      ,101.82      ,103.54      ,100.59      ,100.89      ,362.93      ,368.35      ,414.92      ,416.40      ,400.70      ,901.06      ,831.58      ,915.09      ,965.57     ,1003.66     ,2025.97     ,2331.50     ,2314.84     ,2496.04     ,2594.27    ,11985.30    ,13063.61    ,16165.86    ,14385.69    ,18527.19
201705      ,110.11      ,100.65      ,101.21      ,100.02      ,100.10      ,356.70      ,365.27      ,419.78      ,419.58      ,404.41      ,904.26      ,860.35      ,938.83      ,978.50     ,1012.09     ,2049.57     ,2388.58     ,2401.18     ,2541.27     ,2653.37    ,12097.05    ,13425.92    ,16411.10    ,14435.76    ,18578.70
201706      ,122.77      ,110.45      ,109.61      ,105.11      ,104.11      ,385.23      ,389.76      ,438.04      ,439.84      ,411.43      ,957.77      ,906.55      ,978.76     ,1009.39     ,1012.07     ,2185.32     ,2514.14     ,2509.78     ,2528.26     ,2633.34    ,12809.60    ,14231.26    ,16640.05    ,14820.77    ,18172.05
201707      ,116.00      ,103.79       ,94.20      ,101.07       ,95.12      ,393.64      ,417.04      ,369.15      ,380.49      ,378.92      ,921.75      ,916.12      ,891.96      ,875.12      ,896.73     ,2342.92     ,2433.81     ,2206.03     ,2075.59     ,2428.23    ,15532.29    ,12306.73    ,15177.32    ,13427.01    ,17895.20
201708      ,118.84      ,107.67       ,97.58      ,106.31      ,101.48      ,403.25      ,432.31      ,389.21      ,399.72      ,395.94      ,944.18      ,947.19      ,939.71      ,903.58      ,916.20     ,2399.03     ,2507.79     ,2247.47     ,2149.58     ,2470.04    ,15855.49    ,12531.71    ,15703.46    ,13764.99    ,17986.55
201709      ,117.83      ,111.21       ,98.72      ,110.96      ,105.64      ,413.84      ,441.10      ,396.10      ,406.23      ,412.34      ,970.29      ,979.48      ,943.09      ,911.65      ,931.79     ,2437.79     ,2538.44     ,2296.67     ,2159.87     ,2477.10    ,16045.53    ,12460.72    ,15643.83    ,13754.53    ,18191.74
201710      ,116.13      ,112.35      ,100.19      ,114.52      ,107.94      ,414.13      ,440.47      ,402.84      ,416.23      ,424.23      ,965.32      ,981.08      ,952.56      ,935.80      ,956.76     ,2437.36     ,2584.65     ,2276.96     ,2211.41     ,2523.43    ,16271.41    ,12505.59    ,15875.92    ,13627.49    ,18471.01
201711      ,120.00      ,114.61      ,103.36      ,116.08      ,112.04      ,432.74      ,450.84      ,412.08      ,431.76      ,434.97      ,993.96     ,1008.73      ,979.29      ,975.47      ,984.37     ,2498.78     ,2660.25     ,2382.89     ,2283.76     ,2577.80    ,17125.19    ,13139.25    ,16567.22    ,14284.34    ,19042.86
