This file was created using the 202607 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 5 ME portfolios
and 5 BE/ME portfolios in Japan.

The portfolios are constructed at the end of June.  ME is market cap at the end
of June.  BE/ME is book equity at the last fiscal year end of the prior calendar
year divided by ME as of  6 months before formation.  Firms with negative
BE are not included in any portfolio.

The annual returns are from January to December.

The break points include utilities and include financials.

The portfolios include utilities and include financials.

Missing data are indicated by -99.99.



  Average Value Weighted Returns -- Monthly
 ,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
199203 ,-13.48  ,-8.21 ,-11.41 ,-11.94 ,-11.02 ,-13.73 ,-12.73 ,-10.55 ,-11.85 ,-12.29 ,-14.30 ,-11.57 ,-11.78 ,-12.28 ,-11.06 ,-10.45 ,-10.90  ,-9.83 ,-10.49 ,-10.75 ,-13.38 ,-10.51 ,-10.59  ,-9.15  ,-9.88
199204 ,-11.62 ,-12.47  ,-9.64  ,-9.51  ,-7.18 ,-11.64  ,-9.83 ,-12.06 ,-10.92  ,-8.47 ,-12.35 ,-11.03  ,-9.67  ,-7.24  ,-7.71 ,-10.22 ,-11.20  ,-6.87  ,-8.90  ,-6.82  ,-9.16  ,-7.88  ,-6.51  ,-5.27  ,-2.12
199205  ,13.80  ,13.40  ,14.14  ,14.08  ,12.66  ,16.22  ,14.97  ,16.43  ,15.19  ,12.03  ,17.89  ,15.75  ,15.87  ,10.00  ,10.62  ,11.64  ,13.66  ,11.96  ,10.48  ,11.63  ,11.83  ,10.40   ,9.73   ,8.76   ,8.00
199206  ,-8.40  ,-7.74  ,-8.17  ,-7.24  ,-8.08 ,-10.83 ,-11.11  ,-9.02  ,-7.44  ,-8.91 ,-12.55 ,-10.35  ,-7.91  ,-9.19  ,-6.06  ,-9.63  ,-9.33  ,-9.06  ,-7.87  ,-7.31 ,-11.34  ,-8.85  ,-8.08  ,-6.76  ,-8.88
199207  ,-8.40  ,-8.30  ,-5.76  ,-7.88  ,-7.66  ,-9.68  ,-8.41  ,-8.73  ,-6.70  ,-6.01  ,-7.76  ,-8.34  ,-8.06  ,-6.56  ,-8.45  ,-8.23  ,-8.82  ,-5.80  ,-5.43  ,-7.09  ,-3.49  ,-3.34  ,-4.63  ,-2.71  ,-3.72
199208  ,10.03   ,7.81   ,6.59   ,8.68   ,7.45  ,11.51  ,10.92  ,12.13  ,10.68  ,10.53  ,17.55  ,15.12  ,13.25  ,12.29  ,13.62  ,18.26  ,17.42  ,14.18  ,14.25  ,16.10  ,20.31  ,17.29  ,15.79  ,12.76  ,14.44
199209   ,4.54   ,3.82   ,6.38   ,2.19   ,2.91   ,0.73  ,-0.10   ,2.66   ,1.16  ,-0.32   ,0.68  ,-1.40   ,0.25  ,-1.29  ,-2.23  ,-3.83  ,-2.46  ,-0.59  ,-1.08  ,-2.28  ,-2.69  ,-2.44  ,-2.48  ,-2.34  ,-3.11
199210  ,-9.07  ,-7.38  ,-6.50  ,-6.25  ,-7.66  ,-9.06  ,-7.92  ,-6.64  ,-6.02  ,-6.23  ,-6.79  ,-7.59  ,-4.38  ,-5.52  ,-4.64  ,-7.50  ,-8.01  ,-5.77  ,-4.48  ,-4.54  ,-6.57  ,-5.84  ,-5.32  ,-5.40  ,-3.55
199211  ,-1.67  ,-1.54  ,-4.12  ,-3.32  ,-1.55  ,-0.62  ,-1.82  ,-1.13  ,-0.40  ,-1.21   ,1.19   ,1.29   ,1.00  ,-0.19  ,-0.42   ,3.13   ,3.86   ,1.69   ,0.47   ,1.42   ,2.37   ,2.20   ,1.75   ,1.26   ,2.43
199212   ,1.87   ,2.11   ,4.81   ,4.54   ,4.92   ,2.93   ,1.07   ,0.12   ,2.34   ,1.63  ,-0.65  ,-1.50   ,1.21   ,1.88   ,1.94  ,-2.63  ,-2.83  ,-2.89  ,-0.49   ,0.18  ,-2.10  ,-1.67  ,-0.41  ,-2.12  ,-0.63
199301  ,-2.88  ,-3.54  ,-2.84  ,-3.78  ,-2.49  ,-3.17  ,-2.02  ,-2.07  ,-0.31  ,-1.49  ,-0.69  ,-1.60  ,-2.93  ,-2.01  ,-1.88  ,-1.20  ,-0.86  ,-0.59  ,-1.06  ,-2.32  ,-0.74  ,-0.67  ,-0.96  ,-0.24  ,-0.52
199302   ,7.95   ,9.32   ,7.89  ,10.72  ,11.82   ,6.32   ,5.10   ,5.42   ,4.66   ,6.00   ,3.75   ,7.15   ,4.61   ,5.30   ,4.99   ,5.96   ,5.77   ,3.84   ,3.96   ,4.97   ,3.79   ,4.45   ,3.86   ,3.78   ,2.41
199303  ,15.55  ,17.11  ,15.45  ,16.42  ,16.36  ,18.46  ,17.52  ,16.04  ,16.22  ,18.39  ,15.06  ,15.63  ,16.46  ,18.19  ,20.90  ,15.99  ,15.92  ,14.08  ,13.16  ,18.29  ,15.66  ,14.57  ,15.40  ,15.26  ,21.57
199304  ,18.48  ,19.85  ,18.09  ,18.29  ,19.52  ,17.47  ,16.87  ,19.39  ,17.24  ,21.07  ,15.79  ,16.32  ,16.91  ,18.40  ,21.71  ,14.18  ,14.65  ,16.52  ,16.91  ,20.10  ,14.45  ,15.90  ,17.54  ,17.38  ,20.53
199305  ,26.08  ,24.95  ,23.26  ,26.12  ,24.11  ,14.66  ,17.87  ,15.84  ,16.31  ,15.18   ,9.15  ,11.64  ,11.34  ,14.69  ,12.10   ,7.62   ,9.04   ,8.74   ,8.35   ,8.39   ,4.33   ,3.61   ,4.45   ,4.28   ,1.48
199306  ,-6.61  ,-6.31  ,-6.65  ,-5.88  ,-6.09  ,-4.08  ,-5.45  ,-6.05  ,-5.55  ,-7.68  ,-6.38  ,-6.45  ,-8.43  ,-6.69  ,-5.75  ,-7.36  ,-5.82  ,-4.43  ,-4.20  ,-3.63  ,-4.58  ,-3.82  ,-3.71  ,-4.10  ,-5.61
199307   ,1.16   ,0.06   ,2.35   ,1.40   ,0.58   ,3.60   ,2.19   ,4.18   ,3.04   ,3.50   ,2.00   ,3.80   ,4.38   ,3.55   ,5.53   ,5.61   ,5.16   ,6.21   ,5.68   ,4.67   ,7.08   ,5.86   ,7.08   ,7.89   ,7.32
199308   ,1.44   ,2.00   ,2.22   ,1.88   ,1.69   ,4.58   ,4.15   ,1.41   ,2.49   ,0.91   ,2.71   ,1.12   ,2.68   ,1.89   ,2.17   ,2.34   ,2.49   ,3.33   ,1.33   ,0.63   ,1.98   ,2.98   ,2.28   ,2.66   ,2.63
199309  ,-6.72  ,-7.23  ,-2.49  ,-5.30  ,-6.04  ,-3.72  ,-3.35  ,-3.57  ,-4.40  ,-4.80  ,-4.19  ,-2.70  ,-2.79  ,-3.11  ,-5.89  ,-3.15  ,-2.89  ,-4.88  ,-4.42  ,-4.64  ,-4.02  ,-2.17  ,-5.68  ,-4.24  ,-5.88
199310  ,-9.29 ,-10.46  ,-9.90  ,-9.97  ,-9.58  ,-9.13 ,-10.21 ,-10.81 ,-10.30  ,-8.18  ,-8.91  ,-7.03  ,-8.82  ,-7.83  ,-7.24  ,-8.77  ,-7.03  ,-6.23  ,-5.61  ,-5.63  ,-4.63  ,-2.97  ,-1.60  ,-2.44  ,-2.13
199311 ,-17.30 ,-12.12 ,-14.80 ,-15.52 ,-13.81 ,-17.92 ,-18.61 ,-18.65 ,-20.07 ,-18.65 ,-17.55 ,-16.47 ,-18.35 ,-18.00 ,-21.26 ,-17.57 ,-16.17 ,-15.44 ,-16.59 ,-18.94 ,-15.29 ,-12.67 ,-14.61 ,-16.64 ,-16.35
199312  ,-0.12  ,-0.27   ,0.78   ,1.95   ,1.04   ,1.29   ,2.64   ,1.81   ,5.16   ,3.08   ,0.99   ,3.14   ,2.51   ,3.27   ,4.41   ,0.80  ,-0.01   ,2.65   ,3.66   ,2.58   ,0.99   ,0.48   ,2.22   ,2.03   ,4.07
199401  ,19.33  ,15.63  ,15.09  ,20.38  ,18.96  ,19.34  ,20.23  ,21.72  ,17.65  ,20.10  ,19.76  ,18.39  ,17.17  ,16.68  ,24.05  ,19.18  ,15.94  ,16.00  ,16.78  ,20.00  ,15.40  ,14.28  ,15.28  ,19.76  ,23.19
199402   ,4.27   ,5.48   ,3.88   ,5.38   ,6.15   ,3.51   ,2.21   ,5.25   ,3.81   ,7.43   ,3.48   ,5.44   ,4.31   ,5.42   ,5.18   ,3.04   ,5.86   ,3.39   ,4.96   ,5.49   ,2.73   ,2.20   ,4.00   ,3.89   ,6.71
199403   ,3.56   ,3.07   ,6.95   ,3.03   ,4.86   ,3.32   ,3.01   ,2.90   ,5.58   ,3.99   ,2.01   ,0.50   ,1.95   ,1.62   ,4.56  ,-0.92  ,-0.96   ,1.10   ,2.16   ,2.48  ,-2.07  ,-2.15  ,-0.84  ,-1.16  ,-0.74
199404   ,8.96  ,13.20   ,5.11   ,8.61  ,10.07   ,5.82   ,5.88   ,4.26   ,6.18   ,5.83   ,2.87   ,3.74   ,3.62   ,4.86   ,3.76   ,3.00   ,3.29   ,2.66   ,4.34   ,4.53   ,3.41   ,2.45   ,3.64   ,4.16   ,3.75
199405   ,1.10  ,-0.23   ,2.04   ,1.00   ,2.89  ,-1.51  ,-0.33   ,1.23   ,0.82   ,0.68   ,0.57  ,-1.70   ,0.16  ,-0.05   ,1.13   ,0.44   ,0.34   ,1.11   ,1.07   ,2.15   ,0.97  ,-0.53   ,1.77   ,3.29   ,3.62
199406  ,14.64  ,12.65  ,11.87  ,11.81  ,16.75   ,7.38   ,9.13   ,7.84  ,12.15  ,11.65   ,5.21   ,8.38   ,8.51  ,10.14  ,12.06   ,6.31   ,4.90   ,7.12   ,8.50  ,10.14   ,5.15   ,4.82   ,6.42   ,7.00   ,7.75
199407  ,-2.93  ,-3.26  ,-3.79  ,-2.12  ,-4.27  ,-3.15  ,-4.77  ,-2.19  ,-3.25  ,-2.32  ,-2.30  ,-4.16  ,-2.94  ,-3.90  ,-3.76  ,-2.79  ,-3.44  ,-2.49  ,-2.55  ,-3.92  ,-2.43  ,-3.37  ,-2.79  ,-3.11  ,-5.48
199408  ,-3.15  ,-2.25  ,-0.99  ,-2.57  ,-1.08  ,-1.63  ,-2.82  ,-0.00  ,-1.37  ,-3.10  ,-1.89  ,-1.70  ,-0.07  ,-1.56  ,-0.17  ,-2.07  ,-1.49  ,-0.45  ,-0.33  ,-0.65   ,0.46   ,0.58   ,0.80  ,-0.50   ,1.03
199409  ,-5.13  ,-4.42  ,-4.46  ,-2.26  ,-3.94  ,-4.72  ,-4.28  ,-6.03  ,-4.21  ,-3.79  ,-4.94  ,-4.95  ,-2.74  ,-5.07  ,-3.86  ,-3.57  ,-6.14  ,-2.54  ,-2.80  ,-2.67  ,-3.89  ,-2.35  ,-2.29  ,-1.41  ,-1.96
199410   ,5.41   ,4.22   ,2.77   ,5.31   ,4.20   ,3.56   ,2.48   ,3.38   ,1.72   ,3.09   ,0.76   ,1.00   ,0.37   ,1.24   ,1.71   ,0.30   ,0.68   ,1.50   ,1.74   ,2.22   ,1.20   ,1.19   ,3.23   ,2.76   ,3.99
199411  ,-7.45  ,-6.42  ,-5.56  ,-6.32  ,-5.44  ,-7.87  ,-9.26  ,-7.53  ,-8.26  ,-8.52  ,-8.56  ,-7.50  ,-7.96  ,-8.46  ,-8.25  ,-7.52  ,-9.04  ,-6.09  ,-5.71  ,-7.79  ,-5.47  ,-4.86  ,-5.13  ,-6.78  ,-5.58
199412   ,2.70   ,3.61   ,3.03  ,-0.01   ,1.20   ,2.08   ,3.71   ,1.42   ,2.53   ,3.19   ,2.58   ,2.60   ,1.30   ,4.39   ,3.88   ,2.72   ,3.18   ,3.31   ,2.67   ,2.91   ,1.42   ,0.54   ,1.72   ,1.62   ,1.58
199501  ,-3.64  ,-4.60  ,-5.30  ,-5.43  ,-5.73  ,-3.25  ,-5.17  ,-4.40  ,-2.19  ,-5.83  ,-2.94  ,-1.98  ,-2.25  ,-3.81  ,-7.49  ,-4.13  ,-2.68  ,-4.20  ,-5.15  ,-5.28  ,-7.17  ,-6.48  ,-6.53  ,-5.97  ,-7.16
199502  ,-2.85  ,-3.58  ,-4.85  ,-2.46  ,-3.96  ,-4.68  ,-6.42  ,-6.27  ,-6.49  ,-5.91  ,-7.67  ,-6.02  ,-6.39  ,-6.48  ,-5.80  ,-8.97  ,-6.45  ,-6.19  ,-4.43  ,-6.13  ,-4.60  ,-3.90  ,-5.39  ,-5.23  ,-7.37
199503   ,3.71   ,5.21   ,5.01   ,7.04   ,7.05   ,8.25   ,4.63   ,6.77   ,6.26   ,7.18   ,4.89   ,4.84   ,4.69   ,6.64   ,7.60   ,6.92   ,5.99   ,7.02   ,8.12   ,7.22  ,10.00  ,10.58   ,9.54   ,8.78   ,8.15
199504   ,2.62   ,1.06   ,1.12   ,0.34   ,0.85   ,0.60   ,2.68   ,2.38   ,1.85   ,2.09   ,2.85   ,1.83   ,2.75   ,2.42   ,2.93   ,3.70   ,4.52   ,4.18   ,3.21   ,3.05   ,4.08   ,3.69   ,4.03   ,4.47   ,3.30
199505  ,-8.95  ,-8.07  ,-9.03  ,-7.97  ,-7.31  ,-9.32 ,-10.38 ,-10.68  ,-9.41  ,-9.25  ,-9.77  ,-9.62  ,-9.14  ,-8.99 ,-10.09 ,-11.39  ,-8.44  ,-8.00  ,-5.63  ,-9.13  ,-5.51  ,-5.79  ,-5.60  ,-6.73  ,-9.47
199506  ,-9.01  ,-6.19  ,-6.78  ,-7.11  ,-5.53  ,-6.20  ,-3.95  ,-5.72  ,-3.91  ,-6.01  ,-4.58  ,-5.15  ,-4.59  ,-3.76  ,-4.97  ,-2.76  ,-6.09  ,-3.21  ,-4.19  ,-5.51  ,-3.63  ,-3.63  ,-2.74  ,-4.02  ,-5.49
199507   ,6.86   ,5.59   ,4.17   ,3.09   ,3.09   ,9.77   ,5.18   ,7.89   ,6.57   ,4.27   ,7.82   ,8.30   ,8.06   ,6.55   ,5.04   ,8.98   ,7.47   ,7.57   ,3.71   ,5.36   ,6.33   ,6.33   ,5.48   ,4.93   ,6.90
199508   ,1.25   ,1.44  ,-0.07   ,0.18  ,-1.39   ,1.66  ,-1.94   ,3.14   ,2.06  ,-1.17   ,0.20   ,0.71  ,-0.62  ,-0.84  ,-2.28   ,1.13   ,1.04  ,-0.77  ,-1.00  ,-3.17  ,-1.17  ,-2.92  ,-1.81  ,-2.74  ,-2.00
199509  ,-5.80  ,-4.63  ,-4.15  ,-3.12  ,-4.38  ,-3.30  ,-4.30  ,-2.99  ,-3.61  ,-3.98  ,-1.81  ,-1.39  ,-3.32  ,-0.90  ,-4.75  ,-1.66  ,-2.38  ,-4.09  ,-3.61  ,-3.01   ,0.34  ,-0.74  ,-0.56  ,-1.22  ,-4.49
199510  ,-0.40  ,-0.22  ,-0.15  ,-3.44  ,-2.21  ,-1.90  ,-1.80  ,-2.16  ,-2.27  ,-3.52  ,-2.64  ,-3.95  ,-3.93  ,-3.57  ,-3.24  ,-4.51  ,-2.83  ,-3.48  ,-0.30  ,-3.50  ,-2.78  ,-3.57  ,-4.35  ,-2.67  ,-5.39
199511   ,7.24   ,6.48   ,4.89   ,5.79   ,4.83   ,4.02   ,3.95   ,4.22   ,5.51   ,6.35   ,3.28   ,2.73   ,5.75   ,3.35   ,4.74   ,5.21   ,3.28   ,3.48   ,2.39   ,4.32   ,3.08   ,4.11   ,4.28   ,4.34   ,2.73
199512   ,8.10   ,8.72   ,8.06   ,9.78  ,11.45   ,6.54   ,3.96   ,5.72   ,5.57   ,9.61   ,4.22   ,5.43   ,7.45   ,7.23   ,6.01   ,4.33   ,5.28   ,5.70   ,4.43   ,5.64   ,2.59   ,4.50   ,3.12   ,4.54   ,7.35
199601   ,1.70   ,3.83   ,2.61   ,1.92   ,3.37   ,1.28   ,2.32   ,4.26   ,1.29   ,1.20   ,0.62   ,1.29   ,3.15   ,1.49   ,1.69   ,0.33   ,1.81   ,0.24   ,0.57   ,0.36  ,-1.55  ,-1.41  ,-0.09  ,-0.03  ,-1.31
199602  ,-2.19  ,-3.19  ,-2.54  ,-1.57  ,-1.05  ,-1.44  ,-1.07  ,-1.54  ,-1.74  ,-1.96  ,-0.38  ,-1.52  ,-1.72  ,-1.08  ,-0.59  ,-0.09  ,-1.22  ,-0.61  ,-0.97  ,-1.51  ,-0.02  ,-0.65  ,-0.62  ,-0.62  ,-2.09
199603   ,4.20   ,1.64   ,0.60   ,2.90   ,1.55   ,1.83   ,1.51   ,1.43   ,3.25   ,0.74   ,1.99   ,2.03   ,3.14   ,2.67   ,1.57   ,2.36   ,2.64   ,4.02   ,2.75   ,3.41   ,3.02   ,2.70   ,3.64   ,1.78   ,3.90
199604  ,15.55  ,15.74  ,19.09  ,16.10  ,17.81  ,10.07   ,9.72  ,10.11   ,9.49   ,9.40   ,9.52   ,9.94  ,11.83   ,9.85  ,11.40   ,7.42   ,8.02   ,8.75   ,8.47   ,8.88   ,5.82   ,6.74   ,6.12   ,7.76   ,8.60
199605  ,-2.33  ,-2.44  ,-3.63  ,-2.71  ,-2.32  ,-3.74  ,-3.73  ,-2.90  ,-3.77  ,-2.88  ,-4.78  ,-1.80  ,-4.36  ,-3.99  ,-2.71  ,-4.15  ,-4.29  ,-4.99  ,-4.13  ,-3.24  ,-4.02  ,-4.77  ,-5.38  ,-3.57  ,-4.34
199606  ,-1.28  ,-0.53  ,-2.08  ,-2.18  ,-1.44  ,-1.31  ,-1.54  ,-1.66   ,1.04  ,-0.45   ,0.40  ,-0.06   ,0.64   ,0.35  ,-0.29   ,0.03   ,1.15   ,0.52  ,-0.01   ,0.34   ,0.45  ,-0.39   ,0.02   ,1.20  ,-0.47
199607  ,-6.15  ,-4.65  ,-2.84  ,-3.81  ,-2.69  ,-7.54  ,-6.82  ,-5.91  ,-5.87  ,-4.78  ,-7.19  ,-5.62  ,-6.01  ,-6.15  ,-6.47  ,-6.22  ,-5.61  ,-4.36  ,-5.09  ,-5.23  ,-3.16  ,-3.78  ,-3.81  ,-3.50  ,-5.76
199608  ,-3.78  ,-4.04  ,-4.88  ,-4.74  ,-4.07  ,-3.12  ,-4.14  ,-2.11  ,-4.34  ,-3.81  ,-3.07  ,-2.94  ,-4.53  ,-4.19  ,-4.24  ,-4.54  ,-4.31  ,-5.36  ,-4.67  ,-4.86  ,-5.16  ,-4.85  ,-5.33  ,-5.44  ,-4.61
199609  ,-0.90  ,-3.60  ,-3.03  ,-2.66  ,-2.71  ,-2.61  ,-1.07  ,-1.30  ,-0.43  ,-1.58   ,1.25  ,-0.52   ,0.31   ,0.94   ,0.86  ,-0.52   ,1.22   ,1.46   ,2.75   ,1.93   ,2.62   ,2.60   ,3.34   ,3.29   ,3.07
199610  ,-4.21  ,-4.30  ,-5.16  ,-2.80  ,-4.56  ,-6.39  ,-6.72  ,-6.22  ,-6.95  ,-5.70  ,-8.47  ,-7.29  ,-7.07  ,-7.69  ,-7.11  ,-5.30  ,-7.70  ,-6.46  ,-5.83  ,-6.70  ,-7.05  ,-6.43  ,-6.76  ,-6.83  ,-6.60
199611  ,-5.59  ,-4.77  ,-4.31  ,-3.47  ,-3.80  ,-4.31  ,-3.51  ,-4.02  ,-3.19  ,-3.11  ,-2.44  ,-2.62  ,-2.29  ,-2.62  ,-3.41  ,-3.16  ,-0.13  ,-1.80  ,-1.42  ,-2.38   ,0.05   ,1.30   ,0.45  ,-0.65  ,-1.63
199612 ,-11.94 ,-12.37 ,-11.92  ,-9.56  ,-9.06 ,-11.54 ,-12.28 ,-10.99  ,-9.87 ,-10.35 ,-11.21 ,-10.44 ,-11.26 ,-10.84 ,-10.59  ,-9.58  ,-9.28  ,-9.55  ,-8.17  ,-8.23  ,-7.21  ,-6.52  ,-6.15  ,-7.23  ,-7.28
199701  ,-9.86 ,-10.34  ,-9.27 ,-10.19 ,-10.07  ,-9.87 ,-10.25  ,-9.37 ,-10.95 ,-11.25  ,-7.79  ,-8.44  ,-8.07  ,-9.56  ,-9.87 ,-10.17  ,-9.47 ,-10.03  ,-9.39 ,-11.43  ,-9.84  ,-9.58 ,-10.42  ,-9.42 ,-11.24
199702  ,-1.70  ,-0.63  ,-0.59  ,-2.41  ,-0.37  ,-1.73  ,-0.71  ,-0.40   ,0.81   ,0.47  ,-0.61   ,0.28  ,-0.64  ,-0.30   ,0.39  ,-1.04  ,-0.98   ,0.50   ,1.03  ,-0.51   ,2.77   ,2.45   ,0.74   ,1.11  ,-0.06
199703  ,-8.17  ,-7.49  ,-7.04  ,-6.86  ,-6.72  ,-9.02  ,-8.36  ,-7.89  ,-6.04  ,-6.16  ,-8.47  ,-8.40  ,-7.38  ,-8.29  ,-6.30  ,-7.83  ,-7.35  ,-6.69  ,-4.74  ,-5.38  ,-4.16  ,-3.40  ,-3.00  ,-3.71  ,-2.99
199704  ,-5.12  ,-2.64  ,-5.48  ,-4.38  ,-4.57  ,-1.64  ,-2.63  ,-3.41  ,-4.12  ,-3.92   ,0.91   ,0.45  ,-1.19  ,-1.70  ,-2.41   ,0.93   ,1.72   ,1.92   ,0.62  ,-0.98   ,3.01   ,1.82   ,1.05   ,2.08  ,-1.18
199705  ,17.87  ,17.74  ,17.26  ,16.98  ,15.13  ,18.12  ,18.44  ,16.80  ,16.62  ,15.60  ,20.12  ,17.32  ,16.58  ,17.49  ,15.33  ,20.98  ,16.29  ,13.57  ,14.37  ,12.43  ,15.36  ,12.35  ,13.27  ,12.80  ,14.18
199706   ,4.79   ,4.58   ,5.33   ,4.27   ,3.38   ,1.32   ,1.09   ,1.45   ,4.56   ,2.83   ,2.34   ,1.85   ,1.62   ,3.36   ,2.50   ,3.02   ,2.70   ,3.08   ,2.30   ,3.35   ,3.79   ,5.87   ,4.58   ,6.39   ,6.21
199707 ,-13.58 ,-11.41 ,-12.37 ,-11.61 ,-11.15 ,-12.23 ,-12.25 ,-10.21 ,-12.17 ,-11.46  ,-8.27  ,-6.75  ,-9.67 ,-10.67  ,-9.49  ,-4.16  ,-7.03  ,-4.89  ,-7.59  ,-9.68  ,-2.25  ,-2.92  ,-4.49  ,-3.89  ,-6.98
199708 ,-10.90  ,-8.62 ,-11.03  ,-9.43  ,-9.24 ,-10.58  ,-8.48 ,-10.59  ,-9.84 ,-10.82 ,-13.28 ,-11.03 ,-11.11 ,-11.26 ,-11.95 ,-12.05 ,-11.88 ,-11.29  ,-7.92 ,-11.99  ,-8.97  ,-9.40  ,-8.83  ,-7.83  ,-7.81
199709 ,-19.30 ,-15.30 ,-15.13 ,-13.77 ,-14.26 ,-15.24 ,-13.95 ,-15.91 ,-13.88 ,-12.99 ,-14.85 ,-10.51 ,-12.59 ,-11.02 ,-12.96  ,-5.32  ,-8.10  ,-7.14  ,-7.41  ,-9.55  ,-2.26  ,-1.35  ,-4.97  ,-3.71  ,-4.06
199710   ,6.27   ,1.97  ,-1.49  ,-1.90   ,0.08   ,3.02   ,1.51   ,0.98   ,3.41   ,0.33   ,2.35   ,0.80   ,2.63   ,1.92   ,0.87  ,-1.08  ,-2.40  ,-0.33  ,-0.08   ,1.23  ,-6.49  ,-6.45  ,-4.18  ,-3.75  ,-6.75
199711 ,-23.25 ,-17.20 ,-18.37 ,-16.96 ,-17.54 ,-18.65 ,-21.21 ,-18.57 ,-16.25 ,-19.52 ,-16.68 ,-17.11 ,-15.03 ,-17.50 ,-17.51 ,-13.50 ,-10.72 ,-12.09 ,-11.53 ,-18.54  ,-8.45  ,-6.90 ,-12.06  ,-8.50 ,-17.07
199712 ,-13.54 ,-14.95 ,-14.08 ,-14.66 ,-13.37 ,-17.04 ,-19.17 ,-14.30 ,-16.86 ,-13.11 ,-14.30 ,-16.21 ,-16.83 ,-14.56 ,-15.49 ,-10.20 ,-17.68 ,-16.05 ,-15.61 ,-15.30  ,-7.94  ,-8.19 ,-10.74 ,-10.88 ,-15.06
199801  ,41.27  ,35.10  ,32.81  ,29.22  ,28.04  ,35.67  ,32.05  ,26.16  ,26.68  ,30.19  ,27.75  ,28.83  ,26.93  ,21.08  ,28.29  ,18.91  ,20.54  ,18.36  ,18.49  ,26.27  ,14.67  ,11.14  ,18.46  ,15.61  ,28.66
199802   ,6.07   ,3.61   ,5.16   ,3.85   ,6.49   ,7.74   ,7.92   ,4.51   ,7.59   ,7.87   ,6.51   ,5.33   ,6.26  ,10.40   ,6.99   ,0.30   ,3.76   ,1.85   ,3.80   ,7.13   ,1.20   ,1.76   ,2.51   ,1.89   ,5.25
199803 ,-10.57  ,-9.35  ,-9.11  ,-7.09  ,-7.80 ,-10.11  ,-9.37 ,-11.46  ,-7.06  ,-8.47 ,-10.27  ,-8.67  ,-8.32  ,-7.00  ,-8.17  ,-6.06  ,-5.22  ,-4.19  ,-5.80  ,-7.67  ,-7.28  ,-5.98  ,-5.97  ,-5.45  ,-7.28
199804  ,-6.75  ,-4.51  ,-4.35  ,-5.11  ,-6.06  ,-5.97  ,-7.66  ,-2.08  ,-5.69  ,-5.52  ,-3.20  ,-0.60  ,-4.23  ,-3.82  ,-4.08  ,-3.03  ,-3.07  ,-2.62  ,-5.33  ,-6.60  ,-2.44  ,-2.49  ,-1.54  ,-4.49  ,-5.81
199805  ,-6.50  ,-4.52  ,-5.57  ,-3.22  ,-4.00  ,-4.85  ,-2.19  ,-4.12  ,-3.74  ,-4.61  ,-4.54  ,-4.63  ,-3.26  ,-2.30  ,-4.17  ,-1.40  ,-1.72  ,-2.95  ,-2.82  ,-3.00  ,-5.37  ,-2.13  ,-3.78  ,-1.95  ,-0.51
199806   ,0.52   ,1.00   ,0.89   ,0.18   ,0.42   ,1.93   ,4.14   ,1.53   ,2.28   ,1.41   ,2.23  ,-2.08   ,1.94   ,0.84   ,0.34  ,-0.93   ,0.46   ,0.07   ,1.81   ,3.58  ,-1.27   ,1.58   ,1.40   ,0.60  ,-0.19
199807  ,-0.22  ,-1.88  ,-3.37  ,-2.27  ,-1.66  ,-4.17  ,-1.28  ,-0.45  ,-2.83  ,-1.27  ,-0.05   ,1.34  ,-0.73  ,-0.18  ,-1.35   ,3.59  ,-1.02  ,-2.46  ,-2.71  ,-0.40   ,1.16  ,-1.13  ,-1.66  ,-0.72  ,-4.23
199808  ,-8.55  ,-7.85  ,-5.01  ,-7.83  ,-8.32  ,-5.47 ,-11.27  ,-7.61  ,-6.01  ,-9.71  ,-5.18  ,-6.46  ,-5.54  ,-6.25  ,-7.82  ,-3.46  ,-6.35  ,-5.09  ,-5.44  ,-7.24  ,-6.59  ,-6.25  ,-8.20  ,-9.62 ,-11.99
199809 ,-10.50  ,-8.00  ,-5.91  ,-5.17  ,-6.26  ,-6.29  ,-2.85  ,-6.39  ,-5.55  ,-7.33  ,-7.02  ,-2.72  ,-7.07  ,-2.22  ,-5.23  ,-6.07  ,-3.26   ,0.32  ,-1.33  ,-7.02  ,-1.33  ,-1.72  ,-2.79  ,-4.18  ,-7.79
199810  ,19.07  ,12.06  ,15.43  ,11.51  ,15.17  ,14.65  ,16.02   ,9.60  ,13.15  ,14.31  ,16.03  ,10.98   ,8.30  ,11.21  ,14.17  ,13.76  ,15.16  ,14.78  ,12.42  ,19.36  ,15.51  ,17.68  ,16.94  ,13.55  ,29.20
199811  ,11.99   ,4.25   ,6.22   ,5.73   ,6.34   ,5.80   ,2.80   ,7.32   ,5.99  ,10.26   ,5.53   ,3.68   ,8.18   ,5.73   ,5.67   ,4.94   ,2.01   ,0.95   ,2.65   ,4.67   ,4.67   ,3.48   ,5.12   ,6.79   ,4.49
