date,SMALL LoPRIOR,ME1 PRIOR2,ME1 PRIOR3,ME1 PRIOR4,SMALL HiPRIOR,ME2 PRIOR1,ME2 PRIOR2,ME2 PRIOR3,ME2 PRIOR4,ME2 PRIOR5,ME3 PRIOR1,ME3 PRIOR2,ME3 PRIOR3,ME3 PRIOR4,ME3 PRIOR5,ME4 PRIOR1,ME4 PRIOR2,ME4 PRIOR3,ME4 PRIOR4,ME4 PRIOR5,BIG LoPRIOR,ME5 PRIOR2,ME5 PRIOR3,ME5 PRIOR4,BIG HiPRIOR
1998-07-01,-1.38,-2.85,-2.28,-3.97,-2.0,-1.09,-2.68,-2.56,-1.41,0.0,0.54,-3.24,0.32,-2.9,0.43,-0.97,-0.18,-2.6,-2.41,0.34,-7.81,-3.0,-0.87,-0.68,1.06
1998-08-01,-9.93,-6.87,-5.61,-5.45,-10.16,-10.12,-7.96,-8.66,-7.19,-9.53,-8.77,-7.07,-4.7,-3.45,-3.68,-10.41,-8.53,-4.36,-3.39,-3.64,-14.56,-16.37,-8.76,-7.96,-5.13
1998-09-01,-7.55,-5.77,-4.68,-4.32,-8.98,-9.02,-6.27,-2.86,-2.38,-7.64,-6.15,-4.22,-2.22,-2.22,-3.47,-6.67,-1.82,-1.27,-0.89,-6.72,-8.09,-6.17,-1.62,-1.86,-1.59
1998-10-01,12.99,14.68,13.8,15.69,18.19,11.74,11.87,12.07,13.57,17.79,14.95,15.24,11.39,9.38,9.88,21.34,14.99,17.51,12.86,8.0,33.61,13.12,12.75,13.82,14.21
1998-11-01,12.83,4.93,2.25,1.3,0.6,14.4,6.34,2.47,1.74,2.2,7.33,4.12,2.57,-0.19,4.21,8.26,4.25,2.13,-0.32,4.79,11.27,4.81,3.96,2.42,-0.75
1998-12-01,0.56,2.31,4.08,3.84,5.45,-0.13,0.51,1.57,3.27,1.62,2.16,2.72,3.63,5.59,7.7,-0.66,2.39,4.2,5.4,9.84,-3.8,1.07,3.67,7.08,8.23
1999-01-01,-2.29,-1.06,-2.53,0.72,2.47,-1.67,-0.44,-0.31,-0.37,2.27,1.58,-1.56,0.27,4.28,3.37,3.39,0.23,-1.91,0.98,2.29,3.97,3.99,-0.83,-3.06,-0.04
1999-02-01,0.39,-0.0,0.0,3.1,12.06,-2.22,-3.0,-2.87,1.99,4.85,-2.39,-2.58,-2.68,-1.6,1.75,-5.66,-1.9,-3.32,-3.93,-0.61,-1.78,-0.86,-3.92,-3.61,-3.31
1999-03-01,16.17,12.26,13.42,10.56,20.61,15.7,13.76,12.14,13.58,16.57,17.62,10.46,7.38,6.28,17.99,20.48,11.27,8.05,10.75,17.86,24.6,16.02,12.52,10.23,11.54
1999-04-01,15.03,11.25,10.31,11.98,12.1,12.53,10.01,10.39,6.52,9.08,7.31,6.2,7.98,5.75,7.43,6.01,3.45,1.19,4.32,7.46,9.09,1.86,4.23,3.54,6.61
1999-05-01,-5.1,-3.89,-5.75,-4.87,-9.74,-5.78,-4.42,-5.1,-7.15,-7.66,-2.41,-3.95,-1.22,-5.44,-5.22,-4.79,-1.49,-2.09,-3.76,-5.23,-2.53,-5.39,-6.05,-4.01,-8.16
1999-06-01,13.1,12.98,11.75,16.46,25.81,11.75,11.21,13.41,17.98,29.12,5.26,6.19,8.58,13.36,21.01,4.17,2.64,7.46,9.58,21.4,8.39,9.03,9.36,9.74,19.11
1999-07-01,8.78,9.02,8.58,9.76,8.36,5.71,4.3,6.19,5.2,8.91,5.82,7.32,5.19,9.11,10.74,5.09,7.13,7.68,5.78,14.22,8.72,10.35,8.39,14.42,13.52
1999-08-01,1.9,0.59,1.75,3.89,3.89,2.56,2.39,1.65,3.68,7.29,1.49,0.57,2.61,6.05,11.73,0.41,2.21,1.09,3.62,11.76,-0.76,1.97,-3.46,6.67,11.66
1999-09-01,-0.86,0.22,-0.28,0.21,7.06,1.3,0.19,1.42,3.75,11.02,1.67,2.97,3.35,5.24,9.18,1.04,1.94,5.91,6.4,10.37,0.64,1.71,6.57,9.2,12.67
1999-10-01,-1.38,-1.14,-0.97,-2.3,2.07,-0.76,-3.87,-3.15,0.57,2.35,-1.21,-2.97,-4.89,3.32,1.8,-2.69,-3.38,-0.58,3.95,0.14,-3.66,3.73,9.28,8.62,9.79
1999-11-01,-5.25,-4.64,-4.24,-6.25,-0.76,-4.54,-3.65,-7.58,-3.99,2.32,-5.66,-7.76,-6.83,-1.97,7.93,-3.47,-5.56,-5.93,3.88,13.74,-0.04,-4.77,4.36,11.25,25.55
1999-12-01,-7.74,-6.49,-6.7,-6.4,-8.9,-8.98,-6.92,-7.05,-11.54,-7.67,-5.04,-4.95,-2.79,-4.14,-4.51,-5.09,-5.78,-1.22,-4.0,-5.26,-6.02,0.05,4.31,10.3,10.27
2000-01-01,-0.43,-1.18,-0.09,0.58,3.39,0.8,0.06,0.49,1.31,-0.87,2.9,1.04,-1.43,4.31,-3.61,-0.96,1.26,3.85,0.02,-2.78,1.39,-3.52,-3.2,-9.22,-9.12
2000-02-01,-9.57,-7.37,-3.12,-1.73,14.26,-7.11,-6.34,-3.56,1.36,10.03,-9.81,-9.62,-5.36,1.33,2.64,-13.71,-9.63,-5.99,0.48,4.86,-12.83,-7.46,-8.38,-3.96,7.03
2000-03-01,15.87,13.67,11.32,7.93,1.29,18.34,11.4,8.58,13.25,1.29,15.54,13.65,10.09,5.9,-3.74,14.65,14.63,10.78,4.27,-2.07,12.84,14.9,20.85,9.97,-5.37
2000-04-01,-12.25,-10.01,-9.59,-11.78,-11.22,-10.82,-7.89,-8.81,-11.24,-17.5,-5.55,-6.77,-6.63,-7.66,-10.57,-1.54,-2.67,-3.66,-3.71,-14.02,1.68,-5.02,-4.48,-10.19,-13.03
2000-05-01,4.88,2.47,2.49,0.96,0.53,5.58,7.09,5.21,0.08,-0.82,8.99,7.35,4.71,-0.83,-7.94,12.14,5.09,-0.37,-11.42,-11.02,6.39,-2.76,-4.87,-4.86,-19.25
2000-06-01,15.36,9.72,8.36,10.89,12.15,15.92,13.24,12.41,9.41,4.47,11.57,11.77,7.77,7.46,4.88,8.85,7.65,10.95,7.83,7.73,7.25,2.14,5.83,8.27,3.22
2000-07-01,-8.89,-7.19,-7.04,-10.83,-16.97,-11.46,-8.71,-7.55,-14.02,-19.22,-10.23,-10.17,-10.78,-15.7,-18.05,-12.93,-9.86,-9.63,-14.65,-16.56,-3.72,-9.17,-9.91,-10.76,-15.1
2000-08-01,3.41,3.49,4.99,10.71,10.07,5.95,5.89,9.7,12.24,17.23,4.68,6.53,7.48,9.66,15.78,2.37,4.99,5.01,8.86,11.69,4.02,4.48,1.81,7.39,11.82
2000-09-01,-5.58,-3.5,-3.4,-3.73,-8.11,-5.34,-5.05,-3.07,-6.58,-5.41,-7.25,-4.2,-2.61,-4.19,-7.83,-3.81,-1.83,-1.13,0.59,-5.17,-4.22,1.14,-5.37,-5.88,-4.9
2000-10-01,-9.94,-7.98,-6.66,-9.24,-16.76,-13.2,-7.53,-8.35,-11.5,-11.88,-11.87,-7.16,-5.99,-9.37,-12.88,-6.3,-5.94,-4.45,-7.29,-6.34,-2.35,0.12,-9.02,-3.45,-10.49
2000-11-01,-0.21,0.4,-0.38,-0.58,1.82,1.46,-0.17,0.34,1.76,1.6,1.38,-0.36,-1.44,3.43,0.77,-1.37,-1.5,-1.13,0.37,-2.74,-3.51,-6.0,-0.82,-2.17,-3.96
2000-12-01,-7.93,-6.53,-5.7,-7.34,-9.53,-8.83,-7.85,-6.19,-9.31,-12.55,-8.0,-6.08,-5.54,-9.23,-10.57,-7.44,-2.16,-5.99,-6.12,-8.19,-19.95,-5.06,-3.32,-8.58,-7.55
2001-01-01,2.69,-0.75,-0.17,-0.49,2.08,5.61,-0.96,-1.04,-0.55,1.23,1.61,-1.93,-2.74,0.07,-3.21,5.02,-2.58,-3.52,-1.19,-3.98,4.95,1.16,-2.52,-5.59,-6.16
2001-02-01,5.9,3.78,2.34,2.11,0.46,0.8,3.07,2.82,2.58,-0.89,-0.45,-1.54,1.87,1.27,-3.12,-6.98,-4.47,-2.81,2.55,-0.44,-10.98,-2.06,-10.56,0.44,-5.91
2001-03-01,-4.19,-2.28,-3.05,-1.53,-3.1,-1.37,-3.55,-1.29,-3.6,1.97,-1.69,-3.81,-4.42,-4.14,-5.33,-1.06,-2.91,-2.45,-1.86,-4.91,-4.59,-4.58,-2.18,-4.39,-4.78
2001-04-01,12.76,12.49,11.41,9.73,8.54,6.44,10.82,10.4,11.7,11.73,10.55,9.49,10.73,13.56,14.73,12.23,9.03,10.02,14.56,12.95,10.72,4.46,9.94,6.97,9.85
2001-05-01,4.83,2.61,2.0,1.67,3.4,1.95,1.07,2.53,2.11,2.14,0.4,1.81,2.0,3.2,2.56,0.84,2.42,1.01,1.59,1.9,-3.69,0.68,1.06,3.11,-0.15
2001-06-01,-8.6,-3.63,-2.48,-0.39,-2.47,-6.9,-3.89,-3.09,1.02,-0.35,-7.96,-1.64,-0.82,1.6,-1.36,-8.16,-4.24,-1.65,-2.59,-2.34,-11.68,-7.07,-3.56,-2.07,0.47
2001-07-01,-11.54,-7.39,-6.07,-4.85,-7.69,-12.08,-7.41,-7.47,-5.32,-10.67,-11.37,-6.25,-4.36,-6.39,-4.88,-10.2,-5.7,-2.26,-6.94,-5.42,-9.67,-11.88,-10.81,-6.84,-2.5
2001-08-01,0.34,2.72,4.63,4.81,3.83,-5.98,1.61,5.8,4.95,4.86,-4.23,-0.57,1.76,2.59,2.84,-3.01,-1.89,0.25,-1.19,1.84,-7.84,-5.79,-1.08,2.35,-2.71
2001-09-01,-13.27,-9.8,-7.38,-6.9,-11.69,-12.95,-8.68,-5.55,-8.34,-11.72,-10.18,-8.87,-4.12,-5.59,-8.62,-8.78,-7.0,-7.32,-5.54,-6.83,-5.45,-12.26,-4.43,-5.53,-8.75
2001-10-01,8.64,4.06,0.72,0.87,3.99,7.38,3.19,3.28,1.72,4.24,6.46,1.11,0.61,1.44,2.19,6.03,-0.7,0.4,2.28,1.02,0.16,1.59,1.7,1.36,-0.67
2001-11-01,-6.87,-7.48,-5.68,-4.41,-5.29,-4.08,-6.84,-4.35,-4.45,-8.3,1.82,-5.08,-5.42,-3.93,-7.53,1.32,-2.69,-4.03,-3.85,-6.38,4.1,1.62,-3.55,-3.29,-10.84
2001-12-01,-19.06,-14.18,-12.12,-9.93,-11.61,-16.75,-12.09,-10.32,-7.19,-11.69,-11.66,-8.85,-9.32,-8.17,-9.27,-10.89,-9.73,-8.35,-6.67,-11.28,-11.64,-5.47,-5.31,-4.17,-6.23
2002-01-01,-2.54,-3.47,-3.69,-4.03,-2.54,-3.06,-6.54,-5.42,-6.15,-3.98,-6.66,-7.33,-7.37,-6.1,-6.36,-4.38,-5.7,-6.56,-7.99,-9.28,-8.95,-8.77,-6.31,-6.69,-10.44
2002-02-01,10.77,5.94,6.15,3.73,2.19,9.72,9.13,7.12,6.11,5.32,10.46,8.37,6.71,6.77,5.55,8.07,6.01,3.28,4.17,4.11,5.08,4.94,6.29,3.55,3.68
2002-03-01,10.17,5.59,3.07,2.26,3.06,10.75,5.0,1.03,1.17,2.56,8.15,6.54,2.21,0.75,1.77,7.98,6.77,6.25,0.07,4.45,17.71,4.43,4.14,0.67,0.5
2002-04-01,4.68,4.35,4.71,3.55,5.29,5.84,6.22,4.81,6.47,5.96,6.75,7.89,6.74,3.93,6.91,7.98,6.38,7.59,6.14,5.75,2.11,4.44,8.6,5.9,3.98
2002-05-01,11.14,9.86,8.77,7.69,7.8,9.52,9.44,8.15,9.25,10.33,12.16,9.54,9.83,9.1,9.71,11.82,12.68,9.42,7.67,8.38,11.73,6.8,6.35,4.82,0.28
2002-06-01,-3.81,-1.89,-1.4,1.89,-0.78,-5.63,-3.11,-2.04,-1.31,-1.34,-6.35,-3.49,-4.21,-2.2,-3.17,-5.71,-5.04,-4.57,-1.81,-0.88,-9.82,-5.52,-3.42,-2.9,-2.12
2002-07-01,-3.3,-1.35,-1.25,-0.96,-0.71,-3.77,-1.1,-2.44,-1.09,0.39,-4.27,-2.65,-3.09,-2.02,0.84,-6.37,-6.5,-4.2,-3.35,-4.42,-7.96,-5.09,-6.0,-6.0,-8.94
2002-08-01,-4.05,-0.98,-1.33,-0.58,-2.25,-5.02,-1.77,-0.8,-1.2,-0.81,-3.23,-0.14,-0.18,1.44,-2.65,-2.87,-0.53,-0.81,-2.7,-1.11,-2.6,-1.03,0.25,-1.25,-1.74
2002-09-01,-7.22,-3.98,-5.16,-4.72,-6.34,-6.78,-3.81,-4.8,-2.99,-7.53,-3.95,-3.57,0.1,-4.71,-2.68,-5.63,-2.39,-4.74,-4.35,-3.28,-1.81,-2.31,-9.93,-4.01,-5.61
2002-10-01,-11.65,-9.39,-6.13,-5.55,-6.81,-12.39,-10.35,-7.09,-6.06,-6.41,-12.39,-8.15,-6.46,-6.05,-6.6,-9.67,-6.85,-5.48,-7.14,-8.41,-11.12,-5.96,-4.43,-7.38,-2.31
2002-11-01,-5.25,-4.18,-4.14,-3.39,-3.6,-1.84,-1.47,-0.31,-0.5,0.3,2.63,-0.07,0.33,0.14,-1.34,7.28,1.68,1.45,1.15,1.54,7.2,2.68,0.58,4.92,4.27
2002-12-01,-1.32,-0.82,1.2,1.26,1.73,-1.93,-1.54,0.48,0.32,0.58,-3.82,-0.44,-1.79,-0.52,0.3,-6.29,-1.38,-0.75,0.07,0.24,-7.3,-2.58,-1.34,1.56,-1.47
2003-01-01,2.54,3.62,2.64,3.19,4.47,0.39,-0.72,-1.88,1.27,2.22,-2.37,-4.87,-2.54,-2.27,-0.55,-1.1,-2.46,-4.46,-3.34,-2.42,-2.24,-2.89,-2.93,-7.53,-4.88
2003-02-01,7.77,7.21,5.84,5.7,4.41,4.34,6.65,6.21,5.39,6.78,1.61,5.57,4.46,3.96,3.75,1.26,4.49,2.65,3.72,4.99,-0.41,-0.21,0.37,1.85,3.6
2003-03-01,-1.52,0.78,1.31,0.67,0.09,-2.21,0.7,3.33,1.42,1.01,-3.38,0.29,0.2,1.79,-0.62,-4.53,-2.25,1.12,0.32,0.59,-6.13,-4.02,-2.46,-2.83,-3.5
2003-04-01,6.48,5.27,5.19,3.95,5.7,8.75,2.8,5.1,3.54,5.73,-1.14,1.87,3.04,3.35,4.52,0.49,2.67,1.38,3.39,5.07,-3.13,-1.14,0.42,5.37,5.92
2003-05-01,15.09,10.27,7.93,7.75,7.45,11.71,8.51,5.17,4.06,3.57,8.86,5.29,2.63,3.16,2.46,12.23,5.06,3.54,3.92,1.16,9.16,4.85,2.69,1.28,1.46
2003-06-01,20.15,17.59,11.06,7.47,9.5,20.37,11.59,8.97,4.43,3.69,18.53,9.96,5.03,1.36,3.22,14.53,8.35,3.92,3.37,7.72,11.97,7.58,4.83,5.01,3.13
2003-07-01,4.75,0.92,0.83,2.41,0.65,3.01,2.54,0.77,0.42,1.78,4.49,4.69,3.0,0.81,1.31,6.17,1.87,-1.63,-1.68,2.17,7.09,4.06,3.84,1.0,2.2
2003-08-01,11.44,6.3,6.14,8.89,13.91,11.43,6.08,5.65,8.34,10.16,10.08,8.2,6.17,7.34,10.56,12.99,9.58,8.75,6.85,9.6,14.37,9.23,8.02,8.93,8.23
2003-09-01,11.73,9.8,8.06,9.71,10.35,10.37,7.83,7.27,7.32,7.62,12.21,8.12,8.96,8.04,10.99,9.87,10.43,5.15,10.22,9.34,7.17,9.27,5.02,3.72,8.01
2003-10-01,8.08,2.5,3.84,5.29,9.26,8.41,1.32,3.1,6.51,7.86,4.83,1.01,4.3,4.6,9.26,2.27,2.3,2.31,4.48,15.67,2.84,1.0,4.33,4.62,4.53
2003-11-01,-6.7,-3.4,-5.66,-6.78,-11.4,-3.64,-3.92,-4.31,-5.03,-9.12,-3.89,-2.18,-4.88,-6.61,-8.82,-5.17,-2.32,-3.38,-3.9,-11.11,-0.45,0.33,-4.14,-6.02,-10.0
2003-12-01,1.93,5.1,4.43,5.7,3.34,4.28,4.85,6.03,6.58,6.68,3.68,3.65,5.52,8.22,5.98,4.27,7.82,6.39,9.3,8.04,6.39,4.67,5.92,9.35,7.69
2004-01-01,6.53,5.33,7.42,9.91,12.9,3.04,3.57,5.36,8.65,9.17,1.62,3.2,4.33,4.52,7.3,1.58,1.84,2.6,2.58,2.22,5.15,0.44,1.6,0.77,-0.5
2004-02-01,-1.06,1.11,0.84,0.41,-1.95,-0.13,0.89,1.4,0.66,-2.41,1.22,2.13,2.35,-0.56,0.17,0.68,-0.0,1.62,-1.48,-1.05,-0.84,0.7,1.09,-1.92,-0.66
2004-03-01,17.67,19.12,22.73,26.2,31.56,15.68,16.77,25.06,22.41,25.34,14.55,17.32,18.88,19.84,24.52,14.33,14.5,16.34,16.33,24.44,7.84,12.02,11.77,15.7,25.83
2004-04-01,-0.4,-0.68,1.55,4.87,8.94,-2.79,-0.94,-0.85,0.44,3.47,-2.36,-1.62,-2.53,-0.92,3.26,-3.62,-3.97,-4.73,-1.73,0.85,-5.58,-5.9,-5.63,-7.49,-2.53
2004-05-01,-3.96,-4.14,-4.11,-5.89,-10.19,-1.61,-2.65,-4.8,-6.14,-9.92,-1.26,-1.75,-2.3,-4.59,-9.29,-1.42,-1.51,-2.53,-4.0,-7.05,-1.07,-1.39,-3.16,-2.38,-7.24
2004-06-01,6.77,7.25,10.24,9.55,15.31,6.9,9.24,8.31,8.56,12.76,6.16,7.5,8.4,10.39,14.4,4.4,6.99,7.05,8.51,10.6,3.51,5.98,5.75,3.12,3.41
2004-07-01,-5.15,-2.98,-4.16,-4.47,-8.52,-5.47,-4.55,-5.34,-5.97,-10.55,-5.91,-4.91,-6.77,-7.46,-10.25,-6.82,-4.91,-6.27,-7.12,-13.11,-3.29,-5.29,-5.2,-8.55,-11.39
2004-08-01,1.99,1.83,1.97,1.58,1.88,0.83,0.83,0.5,2.08,1.35,0.75,1.16,0.53,1.94,2.49,-0.39,0.3,0.29,1.47,1.62,1.28,-0.44,1.05,-0.61,6.75
2004-09-01,-0.95,-0.56,-2.84,-3.01,-6.72,-3.19,-2.64,-1.37,-3.05,-6.19,-2.18,-2.72,-2.85,-2.66,-4.37,-2.03,-1.93,-1.82,-2.35,-5.57,-2.1,-2.24,-2.55,-3.55,-6.01
2004-10-01,4.79,5.11,2.33,4.9,1.64,2.14,1.39,2.42,2.04,1.64,2.23,1.95,2.04,3.15,1.87,2.2,2.12,1.52,0.59,1.57,2.89,3.63,2.43,1.46,3.0
2004-11-01,3.04,3.06,3.56,4.6,4.77,4.72,2.91,2.23,2.6,2.17,2.12,4.45,2.75,2.83,1.84,2.45,4.06,3.6,3.72,4.55,4.35,3.78,5.95,3.04,2.72
2004-12-01,2.95,3.54,5.57,3.71,2.82,3.48,4.57,4.3,5.45,5.4,5.86,4.47,6.16,6.57,4.87,6.75,5.56,4.39,4.99,5.6,4.39,5.08,4.51,6.56,7.57
2005-01-01,8.29,4.75,5.8,7.01,8.08,4.92,3.06,5.31,5.15,6.34,2.4,1.62,2.81,3.37,4.06,1.84,1.76,2.42,1.06,4.45,-4.37,-2.29,-2.46,-0.86,-2.06
2005-02-01,2.6,3.98,7.22,5.82,6.54,0.83,1.13,4.5,3.97,3.73,2.7,1.93,3.29,3.31,5.52,0.3,1.21,1.93,1.98,-0.25,2.2,1.83,2.63,0.43,-0.2
2005-03-01,0.31,2.76,3.89,3.3,1.39,-0.87,3.6,0.79,1.12,0.15,0.06,1.59,0.86,0.6,0.79,-1.82,0.16,1.8,1.86,-0.92,-1.6,-1.63,-2.68,-1.85,-1.66
2005-04-01,3.82,1.71,0.98,-0.36,0.94,0.41,1.25,-0.19,-0.31,1.2,-1.77,-1.8,1.32,-1.31,0.7,-1.54,-1.74,-1.85,-1.41,0.09,-4.36,-3.24,-1.7,-1.37,0.53
2005-05-01,-5.11,-2.77,-4.77,-3.28,-5.51,-4.67,-3.89,-2.48,-3.93,-5.46,-4.36,-4.1,-3.43,-4.77,-1.81,-4.09,-3.01,-2.29,-2.46,-2.26,-2.48,-0.7,-3.47,-2.51,-2.42
2005-06-01,5.63,2.51,1.67,2.1,3.11,3.64,0.99,2.92,1.99,1.68,2.29,1.87,1.93,2.95,3.19,0.73,1.74,1.41,1.08,1.72,0.65,0.44,-0.56,2.0,2.71
2005-07-01,2.12,2.42,2.64,4.99,3.92,0.38,0.98,0.35,1.15,1.61,0.28,2.1,1.74,2.48,2.64,-0.8,0.44,0.33,1.52,5.09,0.73,-0.14,0.25,0.98,2.94
2005-08-01,2.0,4.9,3.91,3.68,3.8,1.23,2.35,4.74,3.47,2.6,3.11,4.34,4.55,5.12,3.78,2.82,5.07,6.02,5.43,4.96,5.74,8.5,7.27,9.56,9.96
2005-09-01,-0.29,0.77,2.45,4.3,1.91,0.44,2.21,1.97,5.66,2.87,2.94,3.7,3.34,5.85,3.31,0.9,4.28,5.02,7.15,8.8,9.09,9.45,10.2,7.29,14.26
2005-10-01,-0.61,-0.53,-0.08,1.42,2.34,1.44,2.4,1.46,3.76,4.27,0.67,2.41,3.62,4.02,6.65,0.29,1.7,3.95,2.16,5.07,-3.33,-2.1,-0.54,2.21,0.5
2005-11-01,0.8,2.69,3.64,4.11,2.45,0.69,2.72,3.57,2.85,4.45,0.05,0.54,2.1,5.22,3.9,2.9,2.17,0.72,1.84,5.35,4.16,4.06,3.79,2.24,2.95
2005-12-01,8.84,11.4,10.19,12.56,13.87,11.53,9.78,12.06,16.56,14.93,10.85,10.87,11.94,11.63,16.97,10.58,10.27,10.47,12.14,14.04,9.34,6.24,9.53,9.51,12.59
2006-01-01,3.4,5.39,5.32,5.11,2.51,4.24,5.51,5.57,5.61,2.49,1.61,1.99,4.82,3.34,0.55,1.52,2.44,5.05,4.02,0.89,6.0,3.12,4.42,5.13,1.71
2006-02-01,-6.48,-5.4,-4.9,-6.06,-8.33,-5.5,-5.49,-5.36,-6.8,-8.31,-4.2,-2.76,-5.12,-5.86,-8.24,-0.7,-3.28,-3.98,-7.54,-7.89,0.78,-1.22,0.11,-1.76,-4.32
2006-03-01,1.76,1.32,1.7,2.41,0.89,1.44,3.5,1.7,3.42,3.22,4.19,3.98,3.59,4.21,6.3,3.5,2.88,5.09,4.61,5.4,1.41,1.99,2.84,3.99,3.39
2006-04-01,0.76,3.06,2.91,2.35,2.38,0.86,2.14,1.55,0.64,0.76,0.76,2.6,1.28,0.63,1.23,2.3,2.22,3.33,0.1,-1.02,1.84,6.61,1.68,2.76,0.53
2006-05-01,-8.56,-7.35,-8.66,-8.78,-9.35,-9.1,-5.68,-8.87,-7.71,-12.34,-6.19,-8.35,-7.29,-11.46,-9.97,-4.74,-6.37,-5.68,-9.04,-10.07,-1.06,-5.03,-6.02,-8.76,-10.02
2006-06-01,-1.47,-3.25,-3.31,-3.36,-0.59,-3.27,-3.97,-4.03,-4.31,-4.03,-1.75,-2.27,-3.19,-1.96,-2.4,-2.88,-1.08,-2.84,-3.02,-3.94,-2.41,-2.45,-0.43,-0.2,0.01
2006-07-01,-8.17,-5.53,-5.99,-5.66,-8.37,-7.2,-3.62,-5.72,-5.41,-8.58,-7.39,-4.69,-4.65,-5.66,-6.85,-4.51,-2.97,-3.91,-4.29,-5.52,-5.82,0.51,0.37,0.28,-1.72
2006-08-01,2.95,1.43,0.81,0.51,-0.46,1.82,2.18,2.34,1.4,3.98,1.78,3.1,0.91,4.66,2.64,2.18,1.74,3.56,3.42,3.9,2.53,2.52,1.84,1.01,0.75
2006-09-01,-4.04,-2.74,-3.94,-2.79,-2.58,-2.8,-2.36,-1.26,-2.51,-4.23,-2.41,-1.99,-1.32,-0.54,-1.18,-1.3,-1.17,-1.12,-0.47,-1.93,-1.67,-0.03,-1.46,-1.49,-2.01
2006-10-01,-0.63,-0.33,-0.73,-1.16,-0.17,-0.68,-1.11,-0.35,-1.03,-1.19,-0.21,-0.82,-1.25,-0.91,1.9,-1.28,0.03,-0.49,1.62,-0.08,0.21,1.15,2.03,3.25,3.06
2006-11-01,-4.84,-2.15,-1.44,-2.72,-1.49,-2.31,-1.45,-1.28,-3.21,-0.49,0.68,0.0,0.39,-1.37,-0.89,-2.01,0.18,0.71,-0.79,-1.98,-1.02,-1.05,1.31,0.17,0.75
2006-12-01,-2.29,-0.61,-0.88,0.34,-0.37,-0.33,0.47,1.32,0.25,1.29,-0.55,0.49,0.2,1.6,0.78,-0.78,1.14,0.23,0.69,-0.0,-1.81,-0.41,0.79,2.52,5.77
2007-01-01,3.65,0.67,0.06,-1.01,0.28,1.78,0.57,0.25,0.69,2.25,3.54,1.3,-0.43,1.24,1.46,4.72,0.94,0.45,0.47,-0.5,2.28,0.57,1.74,0.45,-0.09
2007-02-01,2.51,2.99,3.36,3.79,0.09,3.76,1.92,2.6,2.3,2.6,3.83,4.59,2.81,3.39,1.97,3.1,3.9,2.8,3.05,4.5,3.3,1.62,5.5,6.1,3.35
2007-03-01,-2.26,-0.92,0.3,-0.12,1.34,-1.56,-0.22,-1.16,1.24,0.7,-0.61,-0.49,0.55,-1.5,-0.15,-2.26,-1.31,-2.0,-0.87,-0.01,-0.96,-3.56,-0.07,-0.98,-1.42
2007-04-01,-6.59,-3.56,-3.21,-2.22,-3.19,-5.07,-2.57,-2.4,-2.51,2.19,-4.53,-1.98,-1.34,-1.02,2.31,-4.9,-1.95,-2.45,-0.0,2.19,-5.69,-4.36,-2.68,0.34,-1.75
2007-05-01,-3.29,-1.42,-2.68,-1.64,2.65,-4.66,-3.42,-2.49,-1.29,-5.38,-3.26,-2.37,-2.6,-1.94,1.11,-0.3,-0.55,-1.89,-0.11,-0.82,5.51,2.59,2.56,0.7,0.16
2007-06-01,3.01,1.06,1.0,2.58,10.28,1.69,2.23,0.15,4.75,2.68,1.7,-0.26,0.7,0.41,3.18,0.06,1.75,-0.16,-0.3,0.55,-2.16,-1.28,-0.1,1.27,-0.06
2007-07-01,0.4,2.02,2.28,3.26,10.35,-1.36,0.76,0.99,1.06,3.72,-0.0,-0.0,-0.38,0.18,3.44,-2.2,-0.11,-0.81,-0.12,2.13,-1.38,-3.32,-1.49,-1.38,3.59
2007-08-01,-8.59,-4.66,-5.79,-4.14,-8.48,-8.61,-3.37,-4.92,-4.7,-6.5,-6.48,-3.71,-4.85,-2.46,-4.57,-4.04,-0.72,-3.37,-3.35,-5.45,-5.77,-0.7,-0.86,-2.28,-3.99
2007-09-01,-3.73,-1.5,-0.96,-0.21,3.05,-2.42,-0.66,-0.73,0.17,5.21,-1.76,-1.31,-1.32,-0.19,3.21,-1.11,1.28,-0.52,4.14,5.82,-4.59,-0.57,2.13,2.95,6.75
2007-10-01,6.64,-1.19,-0.02,0.96,1.48,5.64,-1.51,-0.85,-2.1,0.3,7.96,0.56,1.11,2.03,0.86,5.76,0.7,-0.61,-1.39,0.23,3.39,3.27,1.2,-3.11,-1.33
2007-11-01,-5.2,-1.36,-2.96,-2.87,-5.09,-4.13,-2.4,-0.24,-3.26,-2.07,-1.97,-2.02,1.73,-4.27,-10.72,-0.47,-1.54,-0.61,-3.48,-6.74,0.63,0.46,1.18,-1.61,-7.16
2007-12-01,-5.29,-4.15,-4.4,-3.76,-8.3,-5.4,-2.66,-3.63,-3.64,-5.64,-6.38,-3.51,-4.66,-4.56,-8.79,-4.27,-4.43,-4.02,-5.05,-6.42,-6.32,-2.73,-1.59,-3.22,-3.33
2008-01-01,-5.55,-4.29,-4.23,-1.83,-4.07,-6.32,-3.89,-2.94,-4.2,-2.95,-7.4,-4.68,-4.87,-2.53,-5.03,-4.24,-3.0,-3.08,-5.99,-4.59,-1.63,-3.43,-2.73,-5.72,-9.24
