date,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
2000-02-01,23.46,21.63,21.93,8.62,7.55,21.86,14.96,11.4,2.99,2.5,16.64,13.7,3.59,0.71,-0.4,21.0,2.47,0.76,-3.0,-2.19,2.12,1.03,0.37,-0.73,-6.58
2000-03-01,-9.5,-9.05,-11.61,-3.66,0.01,-10.95,-4.38,-3.53,3.71,2.21,-5.18,-6.35,0.79,6.3,6.16,-6.29,5.41,6.04,7.29,7.42,5.62,7.93,7.31,7.54,10.12
2000-04-01,-20.57,-14.78,-13.74,-10.9,-9.74,-15.72,-10.82,-7.23,-5.6,-4.65,-9.01,-8.37,-2.86,-3.4,-3.93,-9.85,-5.57,-4.52,0.46,-1.21,-5.78,-4.6,-3.51,-2.89,-2.48
2000-05-01,-8.46,-5.6,-4.27,-2.61,-1.24,-5.71,-4.67,-2.47,-1.06,-0.07,-4.19,-1.09,-0.27,1.27,2.37,-7.6,-0.63,0.47,0.07,1.5,-4.76,-3.66,-0.57,2.6,0.17
2000-06-01,13.37,10.89,14.04,8.64,9.39,5.46,5.03,8.59,4.2,7.66,10.71,9.23,2.71,3.81,5.7,8.82,2.66,4.42,1.31,2.45,5.25,0.66,0.79,1.09,0.49
2000-07-01,-7.86,-5.15,-3.05,-2.02,-2.2,-8.15,-4.53,-2.69,-2.71,-2.15,-6.08,-7.53,-4.83,-1.14,-0.68,-6.07,-3.95,-2.68,-2.33,0.42,-5.34,-4.62,0.22,2.13,0.63
2000-08-01,2.77,2.0,2.37,2.87,3.47,5.87,5.34,3.32,3.81,4.93,7.85,5.23,6.17,3.87,4.63,8.55,7.52,5.6,4.79,4.18,6.9,3.15,4.55,2.47,3.39
2000-09-01,-6.05,-6.19,-4.91,-3.84,-2.4,-8.06,-4.96,-4.99,-1.43,-1.67,-8.59,-4.76,-3.47,-3.09,-0.58,-6.56,-5.79,-2.66,-0.85,-0.57,-6.89,-7.34,-1.85,-2.55,2.92
2000-10-01,-14.23,-9.56,-7.94,-6.49,-5.3,-12.75,-7.95,-6.09,-2.4,-3.5,-14.75,-8.11,-4.0,-2.87,-1.19,-10.01,-4.38,-0.9,-0.21,-0.62,-6.24,-0.14,-0.45,-0.42,1.08
2000-11-01,-14.73,-10.08,-6.15,-3.3,-1.33,-17.17,-11.6,-5.59,-3.36,-0.06,-19.99,-12.31,-4.19,-2.06,1.64,-16.01,-9.88,-3.15,-0.86,2.67,-11.9,-5.65,-4.86,-5.2,-0.5
2000-12-01,-1.36,-1.59,2.61,3.38,2.48,-0.24,2.92,4.52,6.5,5.88,0.63,3.44,4.84,8.1,7.22,0.84,3.57,6.33,5.95,7.88,-5.78,0.23,5.74,7.46,6.01
2001-01-01,5.81,6.7,5.98,5.91,4.87,8.63,4.1,3.24,3.69,1.83,7.39,3.64,1.19,1.18,-0.99,5.08,3.65,0.59,0.71,-0.81,4.08,2.22,0.97,2.72,-2.35
2001-02-01,-8.88,-7.76,-5.63,-3.25,0.16,-12.68,-9.1,-3.6,-1.18,0.99,-16.4,-8.65,-5.4,-1.65,1.26,-16.39,-7.38,-5.38,-0.49,0.93,-17.71,-7.31,-6.05,-6.18,-0.87
2001-03-01,-10.92,-9.88,-6.59,-5.09,-3.49,-13.76,-9.36,-6.93,-4.26,-4.21,-12.46,-11.96,-6.29,-5.46,-4.44,-12.95,-8.67,-7.44,-4.88,-3.85,-11.84,-6.26,-6.61,-4.87,-3.84
2001-04-01,5.55,5.58,7.38,6.66,6.64,8.36,6.37,7.14,6.88,7.19,12.4,9.13,7.13,6.28,7.04,15.0,11.14,8.77,8.19,5.86,12.74,6.69,7.36,5.67,3.47
2001-05-01,-1.38,0.88,2.21,4.04,4.61,-0.98,0.34,1.01,2.0,1.88,2.26,3.23,0.5,2.03,1.31,-1.34,1.93,-0.22,0.59,2.11,-2.51,-2.09,0.03,-1.56,0.91
2001-06-01,-4.69,-2.15,-0.01,2.04,1.08,-4.18,0.92,2.46,1.27,1.61,-3.97,-0.81,-0.19,-0.76,-1.15,-2.61,0.44,-1.31,-1.63,-1.73,-4.97,-2.91,-2.5,-1.67,-0.34
2001-07-01,-9.7,-6.5,-5.63,-3.64,-2.36,-6.57,-7.87,-4.57,-4.12,-2.99,-9.07,-3.58,-3.08,-3.39,-1.34,-5.89,-3.45,-2.9,-1.01,-0.08,-1.09,-2.57,-1.5,-1.78,-2.84
2001-08-01,-5.67,-4.1,-2.06,-0.44,0.72,-3.7,-5.19,-1.15,-0.8,0.71,-4.46,-3.87,-2.46,-0.17,-0.06,-6.35,-3.46,-2.2,-1.88,-0.21,-6.68,-4.67,-3.49,-1.06,-6.83
2001-09-01,-18.49,-17.39,-14.3,-12.9,-10.9,-19.12,-15.35,-13.42,-12.27,-11.87,-17.03,-14.18,-12.69,-11.89,-12.52,-14.77,-12.52,-11.14,-10.77,-13.21,-6.03,-8.83,-11.46,-10.26,-9.74
2001-10-01,8.77,8.42,5.93,5.61,3.59,9.69,8.0,5.75,4.15,2.3,12.38,8.24,5.23,3.75,2.23,9.3,6.4,2.51,2.22,2.33,4.05,1.93,2.33,0.69,-0.9
2001-11-01,6.1,6.52,7.06,4.33,2.45,5.04,8.64,4.36,4.74,3.66,8.21,6.24,4.81,4.14,4.78,8.09,6.71,4.6,4.26,6.11,6.75,5.44,4.53,4.98,8.53
2001-12-01,-0.96,1.27,0.59,0.08,0.0,0.67,3.1,0.78,2.13,1.52,-0.07,3.38,2.59,2.98,1.45,-0.24,1.69,2.26,1.74,2.65,-0.5,0.69,1.09,1.59,1.6
2002-01-01,-2.45,-3.06,-2.02,-0.52,1.48,-5.81,-4.24,-3.0,-0.66,-0.29,-4.86,-3.08,-2.3,-1.48,0.11,-4.59,-3.43,-2.53,-0.08,-0.28,-2.87,-2.35,-3.98,-1.75,-7.09
2002-02-01,-4.26,-3.88,-2.48,-0.16,1.24,-5.0,-3.73,-0.25,0.08,3.26,-3.86,-2.39,0.63,1.7,2.55,-3.7,0.09,1.53,2.57,1.5,-1.27,-0.58,0.22,0.0,-3.33
2002-03-01,2.54,4.47,5.64,4.71,6.03,4.98,6.71,6.89,6.21,6.24,6.98,6.78,6.41,6.04,5.45,6.94,5.42,6.21,5.56,4.4,2.44,4.99,6.48,4.86,4.61
2002-04-01,-3.81,-1.87,1.01,2.23,4.6,-1.75,-0.73,3.37,3.82,4.75,-4.67,0.57,2.65,2.42,3.43,-4.18,1.61,1.64,2.21,1.57,-6.73,-3.86,-0.7,1.89,-4.91
2002-05-01,-1.63,0.79,0.52,3.81,4.82,-0.33,-0.19,0.91,1.67,1.9,-1.5,-0.56,0.34,0.77,1.89,-0.75,0.41,2.11,2.53,1.89,-2.04,1.24,0.61,1.43,1.03
2002-06-01,-6.55,-3.92,-3.51,-2.29,-0.43,-5.67,-4.6,-3.05,-1.95,-1.27,-7.61,-4.26,-4.9,-3.72,-3.23,-7.05,-5.3,-5.31,-4.4,-3.87,-5.84,-5.61,-5.51,-4.2,-7.9
2002-07-01,-10.19,-11.4,-8.84,-8.77,-6.58,-10.75,-11.87,-10.45,-9.64,-9.48,-10.31,-9.8,-10.64,-9.77,-9.99,-10.37,-9.92,-8.72,-7.77,-10.26,-6.01,-9.43,-10.03,-8.71,-9.14
2002-08-01,-2.8,-0.78,-1.21,-0.89,-0.76,-1.6,-1.98,-0.44,-1.26,-0.39,-0.67,-0.58,0.76,0.93,-0.19,-0.66,1.0,0.21,0.03,0.24,0.17,-0.28,0.14,1.11,4.13
2002-09-01,-12.2,-11.85,-10.28,-8.67,-6.24,-9.76,-9.56,-7.74,-6.61,-6.06,-8.74,-7.25,-7.48,-6.83,-6.63,-10.9,-7.62,-8.82,-9.78,-10.12,-9.77,-11.47,-11.44,-11.47,-11.17
2002-10-01,1.68,2.12,0.67,1.35,-1.11,4.46,2.63,0.55,0.2,-0.86,3.6,2.39,1.67,1.99,0.53,5.49,0.53,2.96,2.02,2.21,9.3,8.21,5.3,4.62,7.93
2002-11-01,7.97,7.53,5.56,5.37,3.06,8.62,8.32,4.98,5.31,3.44,6.78,5.49,5.8,3.9,4.56,9.15,6.73,5.79,6.01,5.78,3.74,5.34,5.99,5.66,7.39
2002-12-01,-4.81,-4.02,-2.04,-0.78,0.72,-6.42,-3.74,-2.42,-0.84,0.14,-5.72,-4.75,-1.92,-0.26,-0.67,-6.9,-3.31,-2.44,-1.0,-2.01,-5.51,-4.52,-4.31,-3.09,-4.84
2003-01-01,-0.36,0.78,-0.38,0.04,1.88,-1.61,-0.68,-1.07,-1.12,-0.94,-2.99,-1.97,-2.13,-1.35,-2.08,-2.34,-2.11,-2.11,-1.05,-2.14,-3.24,-3.52,-2.72,-1.96,-2.91
2003-02-01,-3.66,-3.19,-0.65,-1.51,1.99,-4.04,-2.67,-1.29,-0.75,0.23,-3.63,-2.46,-0.35,-0.97,-1.3,-1.26,-2.2,-1.05,-1.58,-1.25,-1.29,-2.47,-1.71,-1.78,-3.29
2003-03-01,-1.51,-0.75,-0.34,-0.75,-0.05,0.98,-0.46,-0.17,-0.34,-0.47,1.76,1.33,0.49,-0.03,0.22,-0.15,0.33,0.09,-0.61,-0.31,1.64,-1.07,-2.02,-1.08,-1.62
2003-04-01,11.13,8.73,10.22,8.08,6.42,10.59,9.3,9.56,8.2,7.76,8.35,9.36,7.31,8.66,9.04,8.83,7.81,7.54,8.76,8.44,7.93,9.18,9.24,10.13,10.15
2003-05-01,13.77,13.1,11.31,10.93,9.65,12.38,11.32,9.26,8.94,8.83,9.02,7.8,8.94,8.93,8.04,10.11,7.85,8.73,7.83,8.34,3.65,6.88,7.48,6.46,8.15
2003-06-01,5.4,5.8,5.9,5.04,5.93,3.05,2.62,2.64,3.68,4.73,3.6,2.35,2.53,2.23,3.8,1.97,3.17,2.17,2.22,2.72,1.36,1.29,2.97,2.69,0.73
2003-07-01,4.97,5.15,4.97,6.14,5.6,4.22,3.95,4.27,5.14,5.6,5.34,3.87,2.55,1.86,2.82,5.59,3.08,2.83,2.48,4.54,-0.17,2.46,3.12,3.33,1.96
2003-08-01,5.77,5.67,5.49,4.64,7.25,4.44,4.05,4.82,4.64,6.05,4.68,6.28,4.03,5.0,6.89,4.99,3.45,4.66,4.26,7.27,1.3,2.77,1.47,1.57,3.1
2003-09-01,7.01,7.41,5.3,5.64,6.13,4.55,3.58,3.12,1.91,3.49,3.04,1.76,1.44,1.68,4.19,3.19,1.7,1.74,3.13,2.71,1.44,-0.17,1.19,0.21,-0.08
2003-10-01,7.65,8.85,7.06,7.2,7.42,6.76,7.39,6.4,6.47,7.31,7.53,8.38,5.9,6.5,7.07,7.47,7.23,5.91,6.25,9.38,2.49,6.25,7.05,8.29,6.89
2003-11-01,1.75,1.2,2.89,3.24,1.18,-0.23,1.89,2.86,2.05,0.77,0.49,1.61,1.54,2.78,1.82,1.25,1.39,2.02,2.52,2.28,1.58,1.64,1.96,1.68,2.5
2003-12-01,3.6,3.63,3.72,4.96,4.86,4.24,3.94,3.85,4.18,4.94,3.26,3.46,4.62,5.32,5.5,3.29,4.21,5.37,4.95,6.01,4.89,7.6,5.63,5.74,7.53
2004-01-01,5.6,6.2,6.16,5.86,7.92,4.35,4.57,3.68,4.53,6.03,2.4,2.62,2.96,2.59,4.78,3.64,2.62,1.95,2.83,3.6,1.79,0.16,2.32,3.37,3.0
2004-02-01,1.23,2.29,2.4,2.71,2.4,1.19,2.78,2.62,1.1,1.96,0.65,1.63,2.68,2.78,2.36,2.94,2.21,2.23,2.98,2.81,1.3,2.05,2.02,2.27,2.63
2004-03-01,1.65,2.46,1.85,0.84,4.95,5.38,1.9,2.83,2.29,4.67,2.71,3.97,2.47,1.8,3.9,1.59,2.68,1.5,3.61,1.57,-1.65,-0.71,-0.19,-1.28,-1.38
2004-04-01,-2.23,-2.28,-1.78,-3.11,-3.06,-3.29,-2.88,-2.67,-2.78,-4.24,-1.66,-3.67,-2.81,-2.57,-4.34,-2.37,-3.37,-4.4,-3.72,-4.49,-0.18,-1.88,-3.72,-3.27,-1.74
2004-05-01,-3.13,-2.44,-1.82,-0.89,-2.23,0.14,0.81,-0.06,0.09,-0.28,-0.35,1.83,1.03,0.17,0.17,0.6,1.15,0.83,0.52,2.08,0.58,1.77,0.77,1.34,-0.21
2004-06-01,4.36,4.23,3.33,3.61,4.73,4.16,4.34,4.36,5.02,5.91,2.99,3.02,4.69,4.7,4.84,1.58,3.91,3.0,3.15,4.1,1.48,1.98,2.33,1.65,2.36
2004-07-01,-6.28,-5.47,-3.28,-3.55,-2.81,-8.69,-6.23,-5.12,-4.88,-4.47,-6.76,-5.38,-4.53,-3.71,-3.5,-7.05,-5.42,-4.6,-3.93,-3.14,-5.48,-2.87,-1.61,-3.22,-1.88
2004-08-01,-0.32,-0.25,-0.01,0.49,0.6,-1.78,-0.15,1.09,0.23,0.79,-1.38,-0.85,-0.05,0.76,0.42,-0.22,-0.75,0.48,1.37,0.96,0.2,0.06,1.2,0.83,1.12
2004-09-01,2.61,4.17,3.44,3.32,2.32,3.91,4.81,3.88,3.64,2.69,2.99,4.07,4.51,3.61,2.68,3.73,2.43,3.43,3.95,3.15,0.64,2.37,1.8,2.67,3.24
2004-10-01,2.87,2.72,3.18,3.96,3.67,3.11,4.49,3.3,3.51,2.57,3.73,4.91,2.52,1.72,2.15,3.79,2.82,2.61,2.07,2.68,2.21,2.14,2.61,3.89,2.9
2004-11-01,8.35,8.28,8.07,7.21,7.1,8.44,6.75,8.09,7.94,7.66,6.7,7.47,7.08,7.7,7.77,6.46,6.13,7.36,7.69,7.52,3.44,5.54,4.51,6.31,6.11
2004-12-01,4.2,3.1,4.33,3.69,5.01,3.37,4.03,3.85,3.59,4.67,3.49,4.45,3.83,3.27,4.4,4.48,4.71,4.48,4.23,4.57,4.77,2.55,4.01,3.79,4.11
2005-01-01,-0.33,1.07,1.08,0.52,2.22,-1.34,-0.86,-0.1,-0.07,1.02,-1.36,-1.26,-0.27,-0.67,0.4,-1.42,-0.6,-1.48,-0.07,-0.77,-3.0,-2.09,-2.37,-1.33,-1.56
2005-02-01,3.01,4.02,3.39,3.64,5.28,2.45,1.68,3.2,2.34,4.48,3.56,2.55,2.85,3.85,4.8,2.54,2.04,3.37,5.04,3.01,2.21,3.22,3.68,3.35,3.33
2005-03-01,-4.62,-3.52,-2.55,-1.95,-0.53,-3.98,-1.92,-2.04,-2.42,-0.72,-3.26,-2.3,-2.33,-1.61,-0.53,-2.22,-1.83,-0.57,-1.98,-1.53,-1.46,-1.76,-3.16,-0.86,-1.11
2005-04-01,-2.28,-3.45,-3.78,-3.16,-2.26,-4.13,-4.75,-3.45,-3.68,-2.6,-3.98,-3.81,-3.62,-4.0,-2.49,-4.42,-3.67,-2.95,-3.52,-2.27,-1.15,-1.64,-2.71,-3.44,-2.12
2005-05-01,-1.3,0.15,-0.8,-0.59,-1.36,1.07,0.75,2.09,2.53,0.79,1.49,2.99,2.27,2.2,2.18,3.08,2.32,2.53,2.41,2.26,2.05,1.63,1.05,0.95,2.56
2005-06-01,2.11,2.63,2.86,3.44,3.05,3.22,4.11,3.29,3.8,3.92,2.02,2.31,3.43,3.8,2.88,1.43,1.27,2.29,3.59,2.43,-0.7,1.12,1.73,1.62,2.71
2005-07-01,4.68,5.5,4.33,4.74,3.95,4.55,5.13,5.42,4.4,4.32,4.72,4.54,5.48,4.81,4.02,4.19,4.09,4.1,5.07,4.12,3.47,4.19,3.01,2.81,4.49
2005-08-01,2.02,2.4,1.59,2.51,2.53,0.39,3.05,1.27,2.11,1.62,0.38,0.98,2.01,2.08,2.41,1.54,1.98,1.85,2.56,1.53,0.14,1.56,1.57,0.82,1.75
2005-09-01,0.16,2.81,2.51,2.77,2.5,0.26,2.65,2.08,1.56,1.81,1.41,2.16,2.08,2.59,3.28,3.63,2.81,3.06,3.6,2.57,0.98,2.69,2.86,2.58,2.59
2005-10-01,-3.17,-3.39,-2.86,-2.83,-1.8,-2.42,-2.58,-2.36,-2.91,-1.07,-2.47,-3.33,-3.42,-2.94,-1.79,-3.32,-2.55,-3.3,-2.74,-3.43,-0.4,-3.52,-3.42,-1.83,-1.69
2005-11-01,2.07,2.13,1.78,2.88,2.34,4.17,3.68,3.73,4.27,2.13,5.31,3.79,3.82,3.37,2.72,4.82,4.16,4.09,3.04,3.22,2.51,3.5,3.59,3.5,1.68
2005-12-01,7.49,5.01,4.29,3.59,6.09,7.14,4.2,3.69,4.59,4.72,5.99,2.93,3.12,3.43,3.63,5.01,4.22,2.86,4.77,4.29,1.73,1.46,4.2,2.81,1.13
2006-01-01,7.14,8.01,8.89,8.76,6.97,5.88,8.48,6.97,8.6,7.46,6.07,7.31,8.13,6.93,6.68,5.32,6.1,5.83,6.44,6.07,2.22,4.48,4.76,5.24,5.12
2006-02-01,-2.21,0.06,1.0,0.01,-0.82,-2.23,-0.02,0.08,-0.79,-0.57,-2.74,-1.07,-0.3,-0.03,0.3,-0.87,-0.44,0.16,0.17,1.29,-0.67,-1.12,1.14,0.67,-0.01
2006-03-01,4.31,4.25,5.01,3.94,4.55,3.47,4.87,4.41,4.25,5.31,4.6,4.73,4.39,5.33,4.51,4.39,3.8,3.91,3.14,3.7,2.11,2.66,2.28,1.91,2.59
2006-04-01,3.27,4.93,4.25,4.91,4.28,2.05,4.08,2.97,4.12,2.9,2.11,3.36,3.75,3.66,3.06,2.81,2.42,2.5,4.34,3.53,1.33,3.49,3.47,3.98,4.23
2006-05-01,-8.08,-6.58,-4.87,-4.85,-5.23,-7.86,-5.6,-4.58,-4.49,-5.26,-6.39,-6.0,-5.31,-4.32,-3.96,-5.44,-5.12,-4.3,-3.81,-4.81,-2.54,-3.48,-4.26,-2.86,-2.51
2006-06-01,-2.62,-2.22,-2.14,-2.81,-2.36,-1.69,-2.01,-0.72,-1.96,-1.58,-1.85,-1.46,0.3,-0.44,-0.68,-1.16,-0.33,-1.05,-0.38,-0.04,0.52,-0.24,0.05,0.14,-0.15
2006-07-01,-4.88,-1.36,-1.38,-1.99,-1.84,-5.3,-2.41,-2.43,-1.66,-1.56,-3.99,-3.34,-2.36,-1.3,-0.24,-3.75,-1.63,-2.03,-0.97,-0.1,-1.17,0.62,1.6,1.89,1.53
2006-08-01,3.18,3.32,2.12,2.2,2.09,3.64,2.41,2.19,2.81,3.01,3.23,2.99,2.36,2.9,2.79,2.38,3.09,3.01,2.22,2.82,3.14,2.89,2.57,2.39,1.82
2006-09-01,-1.61,-0.78,-1.19,-0.68,-0.17,-0.81,0.06,-0.5,-0.05,0.14,0.23,1.03,0.08,0.09,0.87,1.17,0.47,1.46,1.25,0.91,0.93,1.13,0.67,1.53,1.86
2006-10-01,3.21,4.55,3.6,3.92,2.77,5.51,4.13,5.0,3.99,4.16,4.82,5.07,4.78,3.96,3.86,4.12,3.34,4.28,3.33,3.28,3.68,3.34,3.69,3.37,4.4
2006-11-01,2.38,3.08,3.32,2.46,2.21,3.07,3.76,2.42,3.18,3.2,2.63,4.21,3.07,3.69,3.65,3.76,3.5,3.47,4.54,3.88,2.22,1.84,3.32,2.5,2.24
2006-12-01,2.22,2.01,2.56,2.43,2.45,1.19,2.07,1.28,1.99,2.37,1.93,2.05,1.35,1.63,2.72,1.31,1.15,2.4,3.3,2.31,0.39,2.04,2.38,3.29,3.61
2007-01-01,2.67,2.13,2.83,2.51,3.31,1.46,1.88,2.15,1.99,2.28,2.6,2.22,1.99,1.22,2.38,2.34,2.28,2.52,1.46,1.91,1.33,1.25,0.42,0.9,1.62
2007-02-01,0.32,1.12,1.56,1.27,2.43,0.73,0.97,1.21,1.13,1.58,0.29,1.01,1.16,1.5,0.49,1.12,1.27,1.15,0.81,2.12,-1.01,-0.51,0.05,-1.19,-0.39
2007-03-01,1.57,2.42,2.24,2.16,2.67,1.36,1.61,2.29,3.04,3.26,2.34,3.13,3.43,2.5,2.35,2.01,1.65,3.55,2.63,2.66,2.16,1.96,2.2,2.19,1.74
2007-04-01,2.5,5.27,4.6,4.07,4.24,2.4,4.28,3.56,2.03,3.09,2.31,3.42,3.73,3.52,3.27,3.07,2.56,3.63,4.19,3.79,4.38,4.84,3.73,4.56,4.64
2007-05-01,0.39,2.63,2.19,2.33,4.12,1.2,3.07,1.89,1.87,1.47,2.43,2.73,3.26,3.4,0.96,3.0,1.97,2.97,2.16,2.55,3.04,2.38,3.75,2.56,3.08
2007-06-01,0.91,1.41,1.61,2.25,2.35,-0.45,0.97,0.37,0.32,0.95,-1.15,-0.35,-0.39,-0.93,-1.06,-0.78,-0.71,-0.73,-0.92,-1.43,-0.09,0.38,-0.26,-1.37,-0.72
2007-07-01,-1.67,-1.76,-1.11,-1.43,0.35,-2.27,-1.2,-1.84,-2.32,-2.23,-1.26,-2.63,-2.74,-1.54,-3.01,-0.91,-0.6,-1.38,-2.73,-3.67,0.1,-1.58,-2.92,-2.31,-3.72
2007-08-01,-7.95,-6.62,-5.73,-4.84,-6.05,-3.77,-3.15,-2.59,-1.88,-3.31,-2.42,-3.52,-1.51,-1.15,-2.69,-0.52,-1.85,-1.22,-2.12,-3.57,1.38,0.09,-0.23,-1.06,-0.39
2007-09-01,3.02,4.42,3.78,2.9,1.88,3.95,4.09,1.9,2.39,2.44,3.77,3.09,2.34,2.65,2.43,6.23,5.36,3.47,2.62,2.45,6.0,5.92,4.19,4.35,5.32
2007-10-01,6.34,4.93,3.43,2.4,1.58,7.26,4.98,4.16,2.49,3.13,7.35,5.99,4.65,4.38,1.79,4.5,3.72,3.51,2.79,2.71,4.44,2.66,5.07,2.04,3.24
2007-11-01,-8.63,-7.8,-8.45,-8.16,-6.36,-8.71,-7.6,-8.25,-6.88,-6.94,-5.67,-8.52,-6.19,-6.68,-6.25,-5.38,-4.72,-6.03,-6.69,-5.94,-3.45,-1.24,-3.79,-5.38,-4.85
2007-12-01,-2.36,-1.18,-0.85,-1.14,-2.13,-3.05,-2.56,-1.69,-1.79,-1.45,-2.63,-2.58,-0.53,-1.61,-2.66,-1.68,-1.27,-1.03,-1.88,-1.57,-1.26,-0.91,-1.32,-1.3,-0.63
2008-01-01,-10.3,-9.52,-9.64,-7.4,-6.72,-11.49,-10.47,-8.81,-7.88,-6.01,-9.24,-8.36,-7.5,-7.65,-5.13,-9.13,-7.67,-7.24,-5.49,-5.09,-8.91,-6.89,-7.35,-7.84,-7.45
2008-02-01,2.88,2.92,1.64,1.73,2.98,1.44,1.54,0.51,2.86,1.5,0.02,2.98,1.8,-0.2,1.0,1.74,3.51,2.21,0.63,-0.25,-0.8,0.73,0.23,-0.34,-2.15
2008-03-01,-4.95,-4.38,-3.42,-1.97,-2.61,-3.56,-2.48,-0.87,-0.2,-0.29,-2.5,-1.75,0.11,-0.43,-0.83,-1.27,-2.35,-0.6,-2.11,-0.58,-1.21,-0.48,-1.92,-0.96,0.05
2008-04-01,0.18,2.62,2.91,1.88,1.63,3.11,2.48,2.95,2.27,1.82,3.37,5.34,4.29,4.69,2.91,4.17,4.67,3.79,5.11,4.59,5.2,4.89,6.0,6.29,5.22
2008-05-01,4.38,3.78,4.87,3.72,3.2,3.38,3.66,3.62,3.1,2.64,3.63,2.63,4.39,3.73,2.77,2.66,3.44,2.99,2.59,2.78,2.76,2.3,1.83,0.43,0.51
2008-06-01,-7.74,-5.06,-5.88,-5.76,-4.51,-7.15,-8.09,-7.81,-6.83,-7.21,-8.34,-7.43,-5.49,-7.3,-7.55,-7.41,-6.83,-6.79,-7.2,-9.31,-6.6,-6.69,-8.52,-9.8,-9.68
2008-07-01,-3.39,-4.75,-4.29,-3.23,-3.01,-2.83,-3.38,-2.92,-1.4,-0.57,-3.09,-3.29,-2.52,-1.2,-1.93,-3.23,-3.42,-3.25,-4.14,-3.57,-3.06,-1.97,-4.44,-2.04,0.68
2008-08-01,-4.93,-6.12,-4.42,-4.35,-4.55,-2.09,-2.91,-2.14,-1.51,-0.82,-2.52,-2.31,-1.05,-0.47,-0.24,-2.47,-1.8,-0.88,-1.44,0.55,-1.42,-1.25,-2.67,-2.9,-2.56
2008-09-01,-14.77,-15.41,-14.17,-12.5,-10.79,-12.74,-14.04,-13.72,-12.03,-10.87,-15.52,-15.98,-14.66,-11.72,-11.95,-13.83,-15.1,-12.48,-12.07,-12.35,-13.54,-10.72,-12.05,-10.78,-11.73
2008-10-01,-24.21,-25.61,-24.45,-21.07,-19.64,-24.6,-24.69,-20.6,-21.38,-18.93,-24.33,-24.7,-22.58,-20.62,-20.3,-23.48,-21.66,-20.4,-21.38,-22.17,-18.3,-15.05,-18.84,-18.39,-26.22
2008-11-01,-7.48,-7.81,-8.16,-8.93,-6.56,-7.35,-6.9,-7.36,-8.51,-6.95,-8.5,-6.47,-7.4,-6.79,-4.72,-6.28,-5.0,-6.27,-3.84,-6.17,-6.32,-3.9,-6.12,-8.22,-10.73
2008-12-01,5.55,4.89,6.41,5.47,5.95,7.71,6.41,4.89,7.35,8.74,7.93,5.35,5.29,5.42,7.63,5.72,6.79,5.21,7.09,7.5,2.97,5.1,3.46,3.72,3.33
2009-01-01,-5.13,-4.86,-6.44,-6.32,-6.81,-5.32,-5.72,-6.66,-7.69,-9.42,-6.93,-6.23,-7.34,-9.47,-9.16,-5.87,-6.85,-7.89,-7.47,-10.34,-5.55,-8.27,-8.61,-10.51,-15.41
2009-02-01,-8.67,-7.61,-6.99,-8.86,-10.46,-9.3,-7.57,-8.82,-11.57,-12.98,-8.56,-8.08,-8.97,-10.25,-10.49,-6.77,-7.7,-10.0,-11.16,-12.27,-6.59,-9.78,-10.39,-11.71,-15.62
2009-03-01,7.08,6.96,6.43,7.01,4.99,7.56,6.26,6.68,4.82,5.4,6.8,6.71,7.1,7.25,5.7,7.8,7.09,7.3,6.96,9.49,7.96,5.82,7.19,7.27,11.34
2009-04-01,11.29,13.44,13.05,12.35,10.17,15.82,15.62,15.14,12.88,11.48,12.52,15.29,15.68,13.97,12.74,12.96,12.76,14.6,13.32,13.52,9.38,6.38,11.2,13.49,20.17
2009-05-01,14.79,16.77,14.7,13.51,13.37,10.44,13.4,9.52,10.1,10.36,11.02,11.41,8.99,9.59,9.58,9.51,9.64,8.43,9.18,9.01,8.64,8.7,11.12,10.48,11.71
2009-06-01,3.16,2.97,2.89,2.4,3.15,4.14,2.21,1.96,0.79,2.14,3.6,1.61,1.48,0.77,0.28,1.86,0.92,0.05,-0.56,-0.28,0.74,-0.34,-1.7,-1.36,-1.72
2009-07-01,3.78,6.2,6.59,7.06,8.59,5.47,7.48,5.93,8.72,9.43,6.37,7.15,7.19,9.19,11.7,7.42,7.38,8.12,9.06,10.5,6.2,8.13,9.88,10.38,12.11
2009-08-01,3.91,4.09,5.76,5.33,7.19,4.37,4.72,4.11,5.04,7.7,3.29,3.21,3.98,6.89,6.85,3.75,3.46,4.02,5.07,8.03,1.47,1.66,4.71,3.47,8.99
2009-09-01,5.17,7.75,6.2,6.28,6.43,4.91,6.94,4.63,5.98,6.67,5.87,5.16,4.97,5.33,5.68,6.14,4.81,6.01,5.76,5.49,3.42,4.84,4.39,3.64,4.51
2009-10-01,-2.14,-2.02,-1.84,-1.76,-2.03,-3.55,-2.25,-2.23,-2.79,-4.07,-3.53,-1.5,-2.66,-3.36,-3.9,-4.07,-2.69,-2.47,-3.92,-4.9,0.28,-1.86,-1.74,-1.99,-5.45
